id_beneficiaire,annee,region,code_region,province,milieu,genre,age,tranche_age,operateur,niveau_formation,heures_formation,formation_completee,score_evaluation_final
ALP501612,2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,41,35-49,ANLCA,Niveau 3 (avancé),187,1,27.4
ALP501613,2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),55,1,50.4
ALP501614,2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,50,35-49,ONG,Niveau 1 (débutant),91,1,73.3
ALP501615,2018,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,22,15-24,Association partenaire,Niveau 1 (débutant),116,0,89.2
ALP501616,2015,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,23,15-24,ANLCA,Niveau 3 (avancé),62,1,71.9
ALP501617,2023,Casablanca-Settat,CAS,Settat,Rural,Féminin,22,15-24,ONG,Niveau 2 (intermédiaire),99,1,62.9
ALP501618,2022,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,48,35-49,Mosquée,Niveau 3 (avancé),120,1,29.3
ALP501619,2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,51,50-64,Mosquée,Niveau 2 (intermédiaire),97,0,66.0
ALP501620,2021,Souss-Massa,SOU,Taroudannt,Urbain,Féminin,39,35-49,ANLCA,Niveau 3 (avancé),87,0,79.2
ALP501621,2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,22,15-24,ONG,Niveau 2 (intermédiaire),69,1,84.2
ALP501622,2017,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,50,35-49,Association partenaire,Niveau 3 (avancé),90,0,46.4
ALP501623,2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,61,50-64,ANLCA,Niveau 1 (débutant),142,1,74.6
ALP501624,2022,Oriental,ORI,Taourirt,Urbain,Féminin,15,,ANLCA,Niveau 2 (intermédiaire),160,1,75.5
ALP501625,2017,Casablanca-Settat,CAS,Settat,Rural,Féminin,21,15-24,Association partenaire,Niveau 3 (avancé),187,0,65.5
ALP501626,2020,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,29,25-34,Mosquée,Niveau 2 (intermédiaire),85,0,54.8
ALP501627,2016,Fès-Meknès,FES,Taounate,Rural,Féminin,38,35-49,Mosquée,Niveau 3 (avancé),105,1,48.5
ALP501628,2015,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,24,15-24,Mosquée,Niveau 1 (débutant),190,1,60.0
ALP501629,2018,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,39,35-49,Mosquée,Niveau 3 (avancé),194,0,65.1
ALP501630,2023,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,34,25-34,ANLCA,Niveau 1 (débutant),170,1,23.5
ALP501631,2019,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,24,15-24,ANLCA,Niveau 2 (intermédiaire),149,0,83.2
ALP501632,2015,Souss-Massa,SOU,Taroudannt,Rural,Féminin,56,50-64,Mosquée,Niveau 1 (débutant),147,1,79.1
ALP501633,2017,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,39,35-49,Association partenaire,Niveau 3 (avancé),91,1,49.4
ALP501634,2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,46,35-49,Association partenaire,Niveau 1 (débutant),183,1,43.4
ALP501635,2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Féminin,56,50-64,Association partenaire,Niveau 1 (débutant),160,1,66.5
ALP501636,2019,Fès-Meknès,FES,Fès,Rural,Masculin,58,50-64,Association partenaire,Niveau 2 (intermédiaire),105,1,66.2
ALP501637,2016,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Masculin,57,50-64,Association partenaire,Niveau 2 (intermédiaire),142,0,71.3
ALP501638,2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,54,50-64,Association partenaire,Niveau 2 (intermédiaire),124,1,64.0
ALP501639,2017,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,26,25-34,Association partenaire,Niveau 2 (intermédiaire),55,1,68.5
ALP501640,2015,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,18,15-24,Mosquée,Niveau 1 (débutant),156,1,57.8
ALP501641,2016,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,22,15-24,Association partenaire,Niveau 3 (avancé),91,1,59.1
ALP501642,2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,45,35-49,Association partenaire,Niveau 1 (débutant),195,1,58.5
ALP501643,2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,24,15-24,Association partenaire,Niveau 2 (intermédiaire),86,1,66.2
ALP501644,2017,Fès-Meknès,FES,Taza,Rural,Masculin,28,25-34,Association partenaire,Niveau 1 (débutant),122,0,25.1
ALP501645,2023,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,52,50-64,ANLCA,Niveau 1 (débutant),77,0,58.4
ALP501646,2015,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,15,,ONG,Niveau 2 (intermédiaire),154,0,54.9
ALP501647,2021,Oriental,ORI,Driouch,Rural,Féminin,29,25-34,ANLCA,Niveau 1 (débutant),119,1,59.4
ALP501648,2016,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,47,35-49,Association partenaire,Niveau 3 (avancé),104,1,66.8
ALP501649,2019,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,20,15-24,Association partenaire,Niveau 3 (avancé),105,1,55.3
ALP501650,2016,Souss-Massa,SOU,Tiznit,Urbain,Féminin,50,35-49,ANLCA,Niveau 1 (débutant),178,1,55.2
ALP501651,2019,Casablanca-Settat,CAS,Settat,Rural,Féminin,39,35-49,ANLCA,Niveau 2 (intermédiaire),163,1,34.8
ALP501652,2015,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,27,25-34,ANLCA,Niveau 2 (intermédiaire),119,0,81.9
ALP501653,2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,53,50-64,ANLCA,Niveau 3 (avancé),147,1,46.5
ALP501654,2016,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,44,35-49,Entreprise,Niveau 2 (intermédiaire),120,1,69.8
ALP501655,2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Masculin,55,50-64,Association partenaire,Niveau 1 (débutant),136,0,42.2
ALP501656,2020,Marrakech-Safi,MAR,Safi,Rural,Féminin,57,50-64,Mosquée,Niveau 1 (débutant),89,1,80.2
ALP501657,2020,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Féminin,48,35-49,ANLCA,Niveau 3 (avancé),172,0,65.1
ALP501658,2022,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,34,25-34,ONG,Niveau 2 (intermédiaire),150,0,66.3
ALP501659,2023,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,33,25-34,Association partenaire,Niveau 3 (avancé),83,1,100.0
ALP501660,2019,Guelmim-Oued Noun,GUE,Guelmim,Urbain,Féminin,32,25-34,ONG,Niveau 2 (intermédiaire),161,0,57.3
ALP501661,2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,32,25-34,ANLCA,Niveau 2 (intermédiaire),72,0,51.4
ALP501662,2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Masculin,40,35-49,ANLCA,Niveau 1 (débutant),190,1,77.4
ALP501663,2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,45,35-49,Association partenaire,Niveau 3 (avancé),50,1,79.7
ALP501664,2016,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,53,50-64,Association partenaire,Niveau 3 (avancé),126,0,64.4
ALP501665,2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,61,50-64,Mosquée,Niveau 1 (débutant),161,1,70.3
ALP501666,2023,Oriental,ORI,Oujda-Angad,Rural,Féminin,58,50-64,ANLCA,Niveau 3 (avancé),54,0,48.5
ALP501667,2021,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,20,15-24,Association partenaire,Niveau 1 (débutant),153,1,67.2
ALP501668,2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Féminin,64,50-64,Mosquée,Niveau 1 (débutant),44,1,87.8
ALP501669,2018,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,56,50-64,ANLCA,Niveau 2 (intermédiaire),140,1,69.6
ALP501670,2021,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,64,50-64,Association partenaire,Niveau 3 (avancé),67,1,80.5
ALP501671,2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,30,25-34,ONG,Niveau 1 (débutant),57,1,69.4
ALP501672,2021,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,27,25-34,ANLCA,Niveau 1 (débutant),91,1,55.0
ALP501673,2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,43,35-49,ANLCA,Niveau 2 (intermédiaire),161,1,63.6
ALP501674,2015,Fès-Meknès,FES,Meknès,Urbain,Féminin,19,15-24,Entreprise,Niveau 1 (débutant),159,1,47.0
ALP501675,2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,38,35-49,Association partenaire,Niveau 1 (débutant),197,1,59.7
ALP501676,2016,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,34,25-34,Mosquée,Niveau 1 (débutant),160,1,55.6
ALP501677,2021,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,49,35-49,Mosquée,Niveau 3 (avancé),143,1,49.4
ALP501678,2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Féminin,22,15-24,Entreprise,Niveau 1 (débutant),74,0,64.9
ALP501679,2021,Drâa-Tafilalet,DRA,Tinghir,Urbain,Féminin,59,50-64,Association partenaire,Niveau 1 (débutant),97,1,40.0
ALP501680,2023,Fès-Meknès,FES,El Hajeb,Rural,Féminin,42,35-49,Mosquée,Niveau 2 (intermédiaire),159,1,68.3
ALP501681,2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,19,15-24,ANLCA,Niveau 3 (avancé),42,1,68.1
ALP501682,2017,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Féminin,24,15-24,Mosquée,Niveau 2 (intermédiaire),145,1,68.9
ALP501683,2016,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,45,35-49,Entreprise,Niveau 3 (avancé),157,1,66.3
ALP501684,2020,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,55,50-64,ONG,Niveau 3 (avancé),169,1,69.1
ALP501685,2023,Fès-Meknès,FES,Ifrane,Rural,Masculin,15,,ANLCA,Niveau 2 (intermédiaire),110,1,94.9
ALP501686,2016,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Rural,Féminin,41,35-49,Association partenaire,Niveau 3 (avancé),127,1,61.6
ALP501687,2021,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,54,50-64,Mosquée,Niveau 3 (avancé),169,0,94.0
ALP501688,2017,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,17,15-24,ONG,Niveau 2 (intermédiaire),171,1,51.6
ALP501689,2022,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,15,,Association partenaire,Niveau 1 (débutant),40,0,66.5
ALP501690,2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,29,25-34,Entreprise,Niveau 2 (intermédiaire),58,0,67.8
ALP501691,2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,46,35-49,Association partenaire,Niveau 2 (intermédiaire),69,0,70.8
ALP501692,2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,58,50-64,ANLCA,Niveau 1 (débutant),55,1,77.7
ALP501693,2016,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,63,50-64,Entreprise,Niveau 1 (débutant),55,1,77.0
ALP501694,2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Féminin,37,35-49,ANLCA,Niveau 1 (débutant),138,0,42.4
ALP501695,2017,Fès-Meknès,FES,Séfrou,Urbain,Féminin,56,50-64,Association partenaire,Niveau 2 (intermédiaire),132,0,100.0
ALP501696,2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,39,35-49,ONG,Niveau 1 (débutant),67,1,93.3
ALP501697,2016,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Féminin,18,15-24,ONG,Niveau 3 (avancé),60,0,81.9
ALP501698,2016,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,19,15-24,ANLCA,Niveau 1 (débutant),168,1,70.8
ALP501699,2022,Fès-Meknès,FES,Séfrou,Rural,Féminin,19,15-24,Mosquée,Niveau 3 (avancé),62,1,73.2
ALP501700,2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,22,15-24,ANLCA,Niveau 1 (débutant),52,1,40.0
ALP501701,2016,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,16,15-24,ANLCA,Niveau 2 (intermédiaire),115,1,81.0
ALP501702,2021,Oriental,ORI,Jerada,Rural,Féminin,18,15-24,Association partenaire,Niveau 2 (intermédiaire),193,1,29.4
ALP501703,2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Masculin,54,50-64,ONG,Niveau 2 (intermédiaire),100,1,62.5
ALP501704,2015,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,52,50-64,ONG,Niveau 2 (intermédiaire),42,1,54.2
ALP501705,2021,Marrakech-Safi,MAR,Safi,Rural,Féminin,40,35-49,Entreprise,Niveau 2 (intermédiaire),127,0,56.8
ALP501706,2023,Oriental,ORI,Nador,Urbain,Féminin,59,50-64,ONG,Niveau 1 (débutant),86,1,48.7
ALP501707,2020,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,54,50-64,ANLCA,Niveau 2 (intermédiaire),124,1,92.6
ALP501708,2023,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,56,50-64,Association partenaire,Niveau 3 (avancé),169,1,85.0
ALP501709,2019,Oriental,ORI,Guercif,Urbain,Féminin,54,50-64,ONG,Niveau 1 (débutant),175,1,48.2
ALP501710,2023,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,41,35-49,ONG,Niveau 2 (intermédiaire),167,1,57.4
ALP501711,2021,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,39,35-49,ONG,Niveau 3 (avancé),107,1,39.2
ALP501712,2019,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,15,,Mosquée,Niveau 1 (débutant),171,1,64.2
ALP501713,2016,Marrakech-Safi,MAR,Safi,Urbain,Féminin,36,35-49,ANLCA,Niveau 3 (avancé),173,1,90.3
ALP501714,2023,Casablanca-Settat,CAS,Settat,Rural,Masculin,40,35-49,ANLCA,Niveau 1 (débutant),46,1,54.1
ALP501715,2021,Oriental,ORI,Taourirt,Rural,Féminin,31,25-34,Association partenaire,Niveau 3 (avancé),117,1,57.1
ALP501716,2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,27,25-34,ANLCA,Niveau 1 (débutant),156,1,66.3
ALP501717,2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,17,15-24,Entreprise,Niveau 2 (intermédiaire),147,1,79.8
ALP501718,2019,Fès-Meknès,FES,Taounate,Rural,Féminin,50,35-49,Association partenaire,Niveau 1 (débutant),95,1,81.6
ALP501719,2016,Oriental,ORI,Nador,Rural,Masculin,21,15-24,Association partenaire,Niveau 1 (débutant),76,1,94.3
ALP501720,2019,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,38,35-49,ANLCA,Niveau 2 (intermédiaire),166,0,80.2
ALP501721,2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,32,25-34,Mosquée,Niveau 2 (intermédiaire),76,1,76.0
ALP501722,2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,43,35-49,Entreprise,Niveau 3 (avancé),98,0,89.3
ALP501723,2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Masculin,21,15-24,ANLCA,Niveau 2 (intermédiaire),45,1,74.4
ALP501724,2023,Marrakech-Safi,MAR,Safi,Rural,Féminin,40,35-49,ANLCA,Niveau 3 (avancé),69,1,46.7
ALP501725,2016,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,33,25-34,ANLCA,Niveau 2 (intermédiaire),148,0,31.0
ALP501726,2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,40,35-49,ANLCA,Niveau 1 (débutant),72,0,40.2
ALP501727,2022,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Féminin,20,15-24,Mosquée,Niveau 3 (avancé),103,1,54.3
ALP501728,2015,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,24,15-24,Mosquée,Niveau 2 (intermédiaire),164,0,50.5
ALP501729,2018,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,55,50-64,ANLCA,Niveau 2 (intermédiaire),79,0,52.5
ALP501730,2023,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,54,50-64,ONG,Niveau 3 (avancé),161,1,77.2
ALP501731,2016,Oriental,ORI,Oujda-Angad,Rural,Féminin,35,25-34,ANLCA,Niveau 1 (débutant),85,1,53.1
ALP501732,2015,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,39,35-49,ANLCA,Niveau 3 (avancé),147,1,56.7
ALP501733,2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,56,50-64,Mosquée,Niveau 1 (débutant),172,1,99.0
ALP501734,2021,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Féminin,39,35-49,Association partenaire,Niveau 1 (débutant),76,1,75.6
ALP501735,2015,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,17,15-24,ANLCA,Niveau 3 (avancé),176,0,84.7
ALP501736,2016,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,18,15-24,Association partenaire,Niveau 3 (avancé),71,0,42.9
ALP501737,2020,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,57,50-64,Mosquée,Niveau 2 (intermédiaire),157,0,10.9
ALP501738,2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,55,50-64,Mosquée,Niveau 2 (intermédiaire),174,1,62.0
ALP501739,2018,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,53,50-64,ONG,Niveau 1 (débutant),65,0,78.6
ALP501740,2019,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,64,50-64,ANLCA,Niveau 2 (intermédiaire),58,1,61.0
ALP501741,2021,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,19,15-24,Association partenaire,Niveau 1 (débutant),112,1,75.7
ALP501742,2022,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,27,25-34,Association partenaire,Niveau 2 (intermédiaire),61,1,75.0
ALP501743,2015,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,49,35-49,Association partenaire,Niveau 3 (avancé),122,0,58.0
ALP501744,2018,Oriental,ORI,Jerada,Urbain,Féminin,26,25-34,Mosquée,Niveau 3 (avancé),131,1,58.1
ALP501745,2015,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,15,,Mosquée,Niveau 1 (débutant),44,1,73.1
ALP501746,2020,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Féminin,46,35-49,ANLCA,Niveau 2 (intermédiaire),165,1,37.5
ALP501747,2021,Marrakech-Safi,MAR,Marrakech,Urbain,Masculin,28,25-34,Association partenaire,Niveau 2 (intermédiaire),154,1,39.5
ALP501748,2023,Souss-Massa,SOU,Taroudannt,Rural,Féminin,34,25-34,Association partenaire,Niveau 3 (avancé),148,0,48.8
ALP501749,2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,31,25-34,ONG,Niveau 2 (intermédiaire),119,0,35.2
ALP501750,2019,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,62,50-64,ONG,Niveau 1 (débutant),199,1,65.5
ALP501751,2018,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Féminin,24,15-24,Mosquée,Niveau 3 (avancé),193,1,78.9
ALP501752,2016,Casablanca-Settat,CAS,Settat,Rural,Masculin,35,25-34,Association partenaire,Niveau 3 (avancé),153,0,58.2
ALP501753,2017,Fès-Meknès,FES,Boulemane,Urbain,Masculin,39,35-49,Association partenaire,Niveau 3 (avancé),66,0,68.7
ALP501754,2023,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,33,25-34,ANLCA,Niveau 1 (débutant),127,1,53.0
ALP501755,2017,Fès-Meknès,FES,Taounate,Rural,Masculin,57,50-64,Mosquée,Niveau 1 (débutant),176,1,61.5
ALP501756,2020,Oriental,ORI,Oujda-Angad,Rural,Féminin,60,50-64,Association partenaire,Niveau 2 (intermédiaire),99,1,55.8
ALP501757,2017,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,40,35-49,ANLCA,Niveau 2 (intermédiaire),170,1,63.1
ALP501758,2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,47,35-49,ANLCA,Niveau 2 (intermédiaire),141,1,53.0
ALP501759,2021,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,31,25-34,ONG,Niveau 1 (débutant),115,1,59.7
ALP501760,2020,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,61,50-64,ONG,Niveau 1 (débutant),169,1,69.9
ALP501761,2017,Fès-Meknès,FES,Séfrou,Rural,Féminin,17,15-24,ANLCA,Niveau 2 (intermédiaire),199,1,61.6
ALP501762,2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,47,35-49,Association partenaire,Niveau 2 (intermédiaire),113,1,72.9
ALP501763,2022,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,28,25-34,ANLCA,Niveau 1 (débutant),71,1,68.8
ALP501764,2015,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,23,15-24,ANLCA,Niveau 1 (débutant),161,1,75.5
ALP501765,2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,60,50-64,Association partenaire,Niveau 2 (intermédiaire),78,1,48.0
ALP501766,2017,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Féminin,37,35-49,ANLCA,Niveau 1 (débutant),153,1,55.4
ALP501767,2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,34,25-34,Association partenaire,Niveau 3 (avancé),190,1,70.9
ALP501768,2018,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Féminin,37,35-49,ANLCA,Niveau 2 (intermédiaire),145,0,87.4
ALP501769,2015,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,63,50-64,Mosquée,Niveau 1 (débutant),186,1,83.9
ALP501770,2021,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,34,25-34,Association partenaire,Niveau 2 (intermédiaire),74,0,60.9
ALP501771,2022,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,57,50-64,Association partenaire,Niveau 1 (débutant),40,0,52.9
ALP501772,2020,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,26,25-34,ANLCA,Niveau 2 (intermédiaire),63,1,54.0
ALP501773,2020,Fès-Meknès,FES,Meknès,Rural,Féminin,51,50-64,ONG,Niveau 1 (débutant),118,1,65.4
ALP501774,2020,Fès-Meknès,FES,Taounate,Rural,Masculin,39,35-49,Entreprise,Niveau 1 (débutant),169,1,71.7
ALP501775,2015,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Féminin,36,35-49,Mosquée,Niveau 2 (intermédiaire),171,0,95.0
ALP501776,2016,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,60,50-64,Association partenaire,Niveau 2 (intermédiaire),188,1,65.5
ALP501777,2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Féminin,40,35-49,ANLCA,Niveau 3 (avancé),87,1,62.7
ALP501778,2022,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,30,25-34,ANLCA,Niveau 2 (intermédiaire),47,1,71.7
ALP501779,2015,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,51,50-64,Association partenaire,Niveau 2 (intermédiaire),135,0,100.0
ALP501780,2021,Souss-Massa,SOU,Taroudannt,Rural,Masculin,36,35-49,ANLCA,Niveau 2 (intermédiaire),101,0,51.5
ALP501781,2021,Fès-Meknès,FES,Moulay Yacoub,Urbain,Féminin,32,25-34,ANLCA,Niveau 2 (intermédiaire),77,1,87.0
ALP501782,2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Féminin,28,25-34,Association partenaire,Niveau 2 (intermédiaire),62,1,55.6
ALP501783,2019,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,57,50-64,Entreprise,Niveau 2 (intermédiaire),92,0,83.0
ALP501784,2017,Fès-Meknès,FES,Taza,Urbain,Masculin,19,15-24,ANLCA,Niveau 3 (avancé),158,1,65.8
ALP501785,2015,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,56,50-64,Mosquée,Niveau 1 (débutant),85,1,56.9
ALP501786,2019,Oriental,ORI,Figuig,Rural,Masculin,58,50-64,ANLCA,Niveau 2 (intermédiaire),180,1,87.9
ALP501787,2018,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,16,15-24,Mosquée,Niveau 1 (débutant),131,1,68.4
ALP501788,2023,Souss-Massa,SOU,Taroudannt,Rural,Féminin,31,25-34,Association partenaire,Niveau 1 (débutant),69,1,85.9
ALP501789,2022,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,18,15-24,ANLCA,Niveau 2 (intermédiaire),56,1,58.9
ALP501790,2015,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,55,50-64,ANLCA,Niveau 2 (intermédiaire),158,1,53.8
ALP501791,2015,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,25,15-24,ANLCA,Niveau 1 (débutant),175,1,59.5
ALP501792,2020,Marrakech-Safi,MAR,Safi,Rural,Féminin,54,50-64,ONG,Niveau 1 (débutant),51,0,60.8
ALP501793,2022,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,33,25-34,Association partenaire,Niveau 2 (intermédiaire),130,1,61.4
ALP501794,2020,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,27,25-34,ANLCA,Niveau 1 (débutant),178,1,88.7
ALP501795,2015,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,40,35-49,ONG,Niveau 1 (débutant),135,1,22.8
ALP501796,2022,Marrakech-Safi,MAR,Safi,Urbain,Masculin,52,50-64,Association partenaire,Niveau 3 (avancé),173,1,56.1
ALP501797,2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,60,50-64,Mosquée,Niveau 2 (intermédiaire),109,0,95.3
ALP501798,2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,37,35-49,Association partenaire,Niveau 2 (intermédiaire),124,1,55.2
