id_beneficiaire,annee_scolaire,region,code_region,milieu,genre,cycle,type_aide,montant_aide_mad,organisme_financeur
AS602879,2020-2021,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,167,INDH
AS602880,2017-2018,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Transport scolaire,1326,MEN
AS602881,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Internat,3957,MEN
AS602882,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Fournitures,196,MEN
AS602883,2017-2018,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Cartable,158,ONG
AS602884,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Restauration scolaire,1878,Collectivité locale
AS602885,2020-2021,Oriental,ORI,Rural,Féminin,Primaire,Restauration scolaire,2158,MEN
AS602886,2016-2017,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Internat,3625,MEN
AS602887,2018-2019,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,153,INDH
AS602888,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Cartable,139,INDH
AS602889,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Qualifiant,Internat,4321,Don privé
AS602890,2016-2017,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Qualifiant,Transport scolaire,918,MEN
AS602891,2022-2023,Fès-Meknès,FES,Rural,Féminin,Primaire,Uniforme,283,MEN
AS602892,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Restauration scolaire,1832,INDH
AS602893,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Internat,3344,MEN
AS602894,2022-2023,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Internat,3391,INDH
AS602895,2021-2022,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,174,MEN
AS602896,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Cartable,155,MEN
AS602897,2016-2017,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Cartable,170,MEN
AS602898,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,172,MEN
AS602899,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Transport scolaire,1078,MEN
AS602900,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,165,MEN
AS602901,2016-2017,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,173,MEN
AS602902,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Internat,3025,MEN
AS602903,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Uniforme,247,MEN
AS602904,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Restauration scolaire,1834,MEN
AS602905,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,145,MEN
AS602906,2017-2018,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Collégial,Cartable,186,MEN
AS602907,2022-2023,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Transport scolaire,1170,Collectivité locale
AS602908,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,176,ONG
AS602909,2022-2023,Fès-Meknès,FES,Rural,Masculin,Collégial,Transport scolaire,1085,MEN
AS602910,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,153,Collectivité locale
AS602911,2021-2022,Oriental,ORI,Rural,Féminin,Qualifiant,Uniforme,217,MEN
AS602912,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,173,MEN
AS602913,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Uniforme,263,INDH
AS602914,2021-2022,Dakhla-Oued Eddahab,DAK,Urbain,Féminin,Primaire,Restauration scolaire,2051,INDH
AS602915,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Internat,3904,MEN
AS602916,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Internat,3480,INDH
AS602917,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1313,Collectivité locale
AS602918,2015-2016,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Cartable,197,Collectivité locale
AS602919,2016-2017,Souss-Massa,SOU,Rural,Féminin,Collégial,Uniforme,343,ONG
AS602920,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,129,MEN
AS602921,2017-2018,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Cartable,143,MEN
AS602922,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Uniforme,232,MEN
AS602923,2019-2020,Oriental,ORI,Rural,Féminin,Collégial,Cartable,163,MEN
AS602924,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1837,ONG
AS602925,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Uniforme,313,MEN
AS602926,2023-2024,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,1937,MEN
AS602927,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Cartable,160,INDH
AS602928,2021-2022,Souss-Massa,SOU,Urbain,Masculin,Qualifiant,Cartable,158,MEN
AS602929,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Fournitures,209,Collectivité locale
AS602930,2016-2017,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Restauration scolaire,1908,MEN
AS602931,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Restauration scolaire,2071,INDH
AS602932,2023-2024,Oriental,ORI,Rural,Féminin,Collégial,Restauration scolaire,1932,MEN
AS602933,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Cartable,174,INDH
AS602934,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,1542,MEN
AS602935,2018-2019,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Internat,3759,MEN
AS602936,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Cartable,161,Don privé
AS602937,2023-2024,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Transport scolaire,1056,MEN
AS602938,2020-2021,Fès-Meknès,FES,Rural,Féminin,Collégial,Internat,3796,MEN
AS602939,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Restauration scolaire,1828,MEN
AS602940,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Cartable,160,MEN
AS602941,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Cartable,187,INDH
AS602942,2020-2021,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Collégial,Cartable,158,MEN
AS602943,2022-2023,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,132,MEN
AS602944,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Restauration scolaire,2025,MEN
AS602945,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Transport scolaire,1544,MEN
AS602946,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1933,MEN
AS602947,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,158,MEN
AS602948,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Restauration scolaire,1852,Collectivité locale
AS602949,2021-2022,Souss-Massa,SOU,Urbain,Féminin,Primaire,Internat,3661,MEN
AS602950,2019-2020,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Restauration scolaire,1893,INDH
AS602951,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Transport scolaire,1234,MEN
AS602952,2023-2024,Fès-Meknès,FES,Urbain,Masculin,Primaire,Cartable,163,Collectivité locale
AS602953,2023-2024,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,193,MEN
AS602954,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,141,INDH
AS602955,2015-2016,Oriental,ORI,Urbain,Féminin,Primaire,Uniforme,306,MEN
AS602956,2022-2023,Fès-Meknès,FES,Urbain,Féminin,Primaire,Internat,3269,MEN
AS602957,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Restauration scolaire,1573,MEN
AS602958,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Fournitures,208,INDH
AS602959,2016-2017,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,181,Collectivité locale
AS602960,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Primaire,Uniforme,306,INDH
AS602961,2017-2018,Souss-Massa,SOU,Rural,Masculin,Collégial,Cartable,172,MEN
AS602962,2015-2016,Fès-Meknès,FES,Rural,Féminin,Primaire,Restauration scolaire,1803,MEN
AS602963,2015-2016,Guelmim-Oued Noun,GUE,Rural,Féminin,Collégial,Restauration scolaire,1713,MEN
AS602964,2017-2018,Oriental,ORI,Urbain,Féminin,Primaire,Transport scolaire,1143,Collectivité locale
AS602965,2020-2021,Oriental,ORI,Urbain,Féminin,Primaire,Restauration scolaire,1692,MEN
AS602966,2018-2019,Oriental,ORI,Rural,Masculin,Primaire,Cartable,178,Collectivité locale
AS602967,2023-2024,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Cartable,150,MEN
AS602968,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,191,MEN
AS602969,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Qualifiant,Cartable,146,INDH
AS602970,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Cartable,161,MEN
AS602971,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Fournitures,198,MEN
AS602972,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Uniforme,290,INDH
AS602973,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Restauration scolaire,2034,MEN
AS602974,2023-2024,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Transport scolaire,1296,MEN
AS602975,2023-2024,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,150,INDH
AS602976,2017-2018,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Transport scolaire,1034,MEN
AS602977,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Uniforme,246,MEN
AS602978,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Uniforme,300,Don privé
AS602979,2021-2022,Béni Mellal-Khénifra,BMK,Rural,Féminin,Collégial,Restauration scolaire,1739,MEN
AS602980,2023-2024,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Uniforme,282,INDH
AS602981,2018-2019,Dakhla-Oued Eddahab,DAK,Rural,Masculin,Primaire,Cartable,159,ONG
AS602982,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Internat,3224,MEN
AS602983,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Qualifiant,Cartable,159,MEN
AS602984,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Qualifiant,Restauration scolaire,2057,MEN
AS602985,2018-2019,Drâa-Tafilalet,DRA,Rural,Féminin,Collégial,Fournitures,175,INDH
AS602986,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Qualifiant,Fournitures,176,Don privé
AS602987,2018-2019,Drâa-Tafilalet,DRA,Urbain,Masculin,Qualifiant,Cartable,167,Don privé
AS602988,2022-2023,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Fournitures,193,MEN
AS602989,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Restauration scolaire,1507,Don privé
AS602990,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Fournitures,223,INDH
AS602991,2016-2017,Drâa-Tafilalet,DRA,Rural,Masculin,Primaire,Internat,3521,Collectivité locale
AS602992,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Uniforme,243,INDH
AS602993,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,170,INDH
AS602994,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Restauration scolaire,2230,MEN
AS602995,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Internat,3746,ONG
AS602996,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Cartable,171,MEN
AS602997,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Internat,3871,MEN
AS602998,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,178,MEN
AS602999,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Restauration scolaire,1207,ONG
AS603000,2015-2016,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Internat,3567,MEN
AS603001,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Cartable,169,INDH
AS603002,2022-2023,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Fournitures,205,MEN
AS603003,2023-2024,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,141,MEN
AS603004,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Fournitures,183,Collectivité locale
AS603005,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Fournitures,194,INDH
AS603006,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Cartable,152,MEN
AS603007,2017-2018,Laâyoune-Sakia El Hamra,LAA,Rural,Féminin,Qualifiant,Restauration scolaire,1373,Don privé
AS603008,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Restauration scolaire,1654,MEN
AS603009,2022-2023,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Transport scolaire,1044,MEN
AS603010,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,143,MEN
AS603011,2021-2022,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Internat,4038,MEN
AS603012,2020-2021,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,138,MEN
AS603013,2016-2017,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Cartable,169,MEN
AS603014,2020-2021,Fès-Meknès,FES,Rural,Féminin,Primaire,Internat,3889,MEN
AS603015,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Restauration scolaire,1984,Collectivité locale
AS603016,2021-2022,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Collégial,Restauration scolaire,1591,MEN
AS603017,2019-2020,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Cartable,161,Collectivité locale
AS603018,2023-2024,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Cartable,136,ONG
AS603019,2022-2023,Fès-Meknès,FES,Rural,Masculin,Primaire,Uniforme,308,MEN
AS603020,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Cartable,170,MEN
AS603021,2017-2018,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,153,INDH
AS603022,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Cartable,164,INDH
AS603023,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Transport scolaire,1308,ONG
AS603024,2017-2018,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Internat,3349,ONG
AS603025,2020-2021,Béni Mellal-Khénifra,BMK,Rural,Masculin,Qualifiant,Internat,3593,ONG
AS603026,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Internat,3878,INDH
AS603027,2019-2020,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Internat,2875,MEN
AS603028,2018-2019,Fès-Meknès,FES,Urbain,Féminin,Collégial,Transport scolaire,1170,MEN
AS603029,2020-2021,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Internat,2890,Collectivité locale
AS603030,2019-2020,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Transport scolaire,1312,MEN
AS603031,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,165,INDH
AS603032,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Transport scolaire,1095,INDH
AS603033,2021-2022,Guelmim-Oued Noun,GUE,Rural,Féminin,Primaire,Transport scolaire,1092,Collectivité locale
AS603034,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Fournitures,215,Don privé
AS603035,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Restauration scolaire,1670,Collectivité locale
AS603036,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Qualifiant,Cartable,159,MEN
AS603037,2015-2016,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,160,ONG
AS603038,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,168,MEN
AS603039,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1853,INDH
AS603040,2017-2018,Oriental,ORI,Rural,Féminin,Primaire,Internat,3715,INDH
AS603041,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,156,MEN
AS603042,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Transport scolaire,1158,MEN
AS603043,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Fournitures,257,MEN
AS603044,2020-2021,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Fournitures,204,MEN
AS603045,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Qualifiant,Restauration scolaire,1605,MEN
AS603046,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Internat,3548,INDH
AS603047,2016-2017,Fès-Meknès,FES,Urbain,Féminin,Primaire,Internat,2977,Don privé
AS603048,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1780,INDH
AS603049,2023-2024,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Cartable,158,INDH
AS603050,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Uniforme,307,MEN
AS603051,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Cartable,145,MEN
AS603052,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,141,INDH
AS603053,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,1389,MEN
AS603054,2018-2019,Fès-Meknès,FES,Urbain,Féminin,Primaire,Transport scolaire,1165,INDH
AS603055,2017-2018,Guelmim-Oued Noun,GUE,Urbain,Masculin,Qualifiant,Cartable,137,Collectivité locale
AS603056,2018-2019,Drâa-Tafilalet,DRA,Urbain,Masculin,Primaire,Internat,3807,INDH
AS603057,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Restauration scolaire,2072,MEN
AS603058,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Internat,3403,MEN
AS603059,2016-2017,Laâyoune-Sakia El Hamra,LAA,Rural,Féminin,Primaire,Internat,3537,MEN
AS603060,2022-2023,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Transport scolaire,1227,ONG
AS603061,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Restauration scolaire,1885,MEN
AS603062,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Transport scolaire,1239,MEN
AS603063,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Qualifiant,Restauration scolaire,1485,MEN
AS603064,2015-2016,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Cartable,191,MEN
AS603065,2020-2021,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Restauration scolaire,1823,Collectivité locale
AS603066,2023-2024,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Transport scolaire,1093,MEN
AS603067,2018-2019,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Internat,3616,MEN
AS603068,2021-2022,Fès-Meknès,FES,Rural,Masculin,Collégial,Transport scolaire,1215,MEN
AS603069,2016-2017,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Uniforme,259,MEN
AS603070,2017-2018,Fès-Meknès,FES,Urbain,Masculin,Collégial,Transport scolaire,1235,Collectivité locale
AS603071,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Cartable,134,Collectivité locale
AS603072,2016-2017,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,155,Don privé
AS603073,2018-2019,Souss-Massa,SOU,Rural,Féminin,Collégial,Cartable,128,MEN
AS603074,2019-2020,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Uniforme,292,MEN
AS603075,2015-2016,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Transport scolaire,1135,Collectivité locale
AS603076,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Cartable,181,MEN
AS603077,2020-2021,Souss-Massa,SOU,Urbain,Féminin,Collégial,Uniforme,294,MEN
AS603078,2017-2018,Souss-Massa,SOU,Rural,Masculin,Collégial,Transport scolaire,1213,INDH
AS603079,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Internat,3578,MEN
AS603080,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Transport scolaire,1150,MEN
AS603081,2016-2017,Oriental,ORI,Rural,Masculin,Collégial,Transport scolaire,1228,INDH
AS603082,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Cartable,160,ONG
AS603083,2018-2019,Oriental,ORI,Rural,Féminin,Primaire,Cartable,150,MEN
AS603084,2017-2018,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Restauration scolaire,1394,MEN
AS603085,2022-2023,Oriental,ORI,Urbain,Féminin,Primaire,Uniforme,265,ONG
AS603086,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Restauration scolaire,1824,MEN
AS603087,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,162,INDH
AS603088,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,174,Collectivité locale
AS603089,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Uniforme,308,MEN
AS603090,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,155,MEN
AS603091,2018-2019,Drâa-Tafilalet,DRA,Urbain,Masculin,Collégial,Cartable,178,MEN
AS603092,2018-2019,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Transport scolaire,1100,MEN
AS603093,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Transport scolaire,980,Don privé
AS603094,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Cartable,160,ONG
AS603095,2016-2017,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Cartable,134,MEN
AS603096,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Cartable,169,Collectivité locale
AS603097,2020-2021,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Restauration scolaire,1516,MEN
AS603098,2015-2016,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Restauration scolaire,1902,MEN
AS603099,2018-2019,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Uniforme,322,Collectivité locale
AS603100,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Restauration scolaire,1934,MEN
AS603101,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Internat,3679,MEN
AS603102,2020-2021,Souss-Massa,SOU,Rural,Masculin,Primaire,Uniforme,258,MEN
AS603103,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Fournitures,211,Don privé
AS603104,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Restauration scolaire,1910,MEN
AS603105,2016-2017,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Fournitures,194,INDH
AS603106,2020-2021,Oriental,ORI,Rural,Masculin,Collégial,Restauration scolaire,1749,ONG
AS603107,2017-2018,Drâa-Tafilalet,DRA,Urbain,Masculin,Collégial,Uniforme,250,MEN
AS603108,2018-2019,Guelmim-Oued Noun,GUE,Rural,Masculin,Primaire,Restauration scolaire,1742,ONG
AS603109,2021-2022,Drâa-Tafilalet,DRA,Rural,Masculin,Qualifiant,Uniforme,238,MEN
AS603110,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Uniforme,259,MEN
AS603111,2018-2019,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Uniforme,285,MEN
AS603112,2016-2017,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1012,ONG
AS603113,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Internat,3455,MEN
AS603114,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Uniforme,240,Collectivité locale
AS603115,2023-2024,Oriental,ORI,Urbain,Masculin,Primaire,Restauration scolaire,1586,MEN
AS603116,2016-2017,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Fournitures,205,INDH
AS603117,2016-2017,Fès-Meknès,FES,Urbain,Féminin,Primaire,Transport scolaire,1146,INDH
AS603118,2019-2020,Souss-Massa,SOU,Urbain,Masculin,Collégial,Cartable,171,MEN
AS603119,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Cartable,166,MEN
AS603120,2016-2017,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Transport scolaire,1298,MEN
AS603121,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,173,MEN
AS603122,2018-2019,Béni Mellal-Khénifra,BMK,Rural,Féminin,Collégial,Internat,3433,MEN
AS603123,2020-2021,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Transport scolaire,997,INDH
AS603124,2023-2024,Souss-Massa,SOU,Rural,Masculin,Collégial,Fournitures,228,INDH
AS603125,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Restauration scolaire,1699,ONG
AS603126,2019-2020,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Internat,3554,MEN
AS603127,2017-2018,Guelmim-Oued Noun,GUE,Rural,Féminin,Collégial,Cartable,185,MEN
AS603128,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Internat,3869,MEN
AS603129,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1589,INDH
AS603130,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Fournitures,195,ONG
AS603131,2017-2018,Guelmim-Oued Noun,GUE,Urbain,Masculin,Primaire,Uniforme,265,MEN
AS603132,2021-2022,Guelmim-Oued Noun,GUE,Rural,Masculin,Primaire,Transport scolaire,1510,MEN
