id_candidat,annee,type_examen,filiere,region,code_region,milieu,secteur,genre,note_arabe,note_mathematiques,note_francais,note_sciences,note_histoire_geo,note_education_islamique,moyenne_generale,admis,mention
CAND304092,2018,Brevet (Collégial),N/A,Dakhla-Oued Eddahab,DAK,Rural,Public,Masculin,12.92,14.49,10.25,10.25,11.31,7.85,10.78,1,Passable
CAND304093,2016,Brevet (Collégial),N/A,Oriental,ORI,Rural,Privé,Masculin,9.23,5.54,12.59,7.74,12.22,10.73,9.82,0,Ajourné
CAND304094,2016,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Masculin,4.54,5.49,11.05,10.95,9.85,16.19,8.74,0,Ajourné
CAND304095,2017,CFEN (Primaire),N/A,Oriental,ORI,Urbain,Privé,Masculin,5.67,9.26,10.16,14.96,13.46,13.92,12.05,1,Assez Bien
CAND304096,2019,CFEN (Primaire),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,11.19,4.91,10.51,10.74,12.42,10.31,9.81,0,Ajourné
CAND304097,2015,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Féminin,9.73,9.07,9.84,12.44,10.35,12.85,10.64,1,Passable
CAND304098,2015,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,7.18,3.82,10.95,10.85,11.07,14.63,8.8,0,Ajourné
CAND304099,2019,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,7.57,10.52,8.99,8.62,7.44,14.07,9.51,0,Ajourné
CAND304100,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,9.88,5.87,8.52,6.15,13.4,14.17,8.81,0,Ajourné
CAND304101,2020,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,6.4,10.13,10.01,12.27,10.14,11.41,10.0,1,Passable
CAND304102,2018,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,12.62,11.49,14.25,9.44,10.08,14.25,11.96,1,Passable
CAND304103,2019,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Privé,Masculin,17.72,6.18,10.32,12.12,9.51,16.02,12.26,1,Assez Bien
CAND304104,2019,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Féminin,15.32,15.1,10.84,10.81,10.31,13.86,12.87,1,Assez Bien
CAND304105,2022,Baccalauréat,Sciences techno,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,11.47,9.59,5.69,11.89,10.23,14.69,9.99,0,Ajourné
CAND304106,2020,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Rural,Privé,Masculin,12.7,11.92,11.1,7.88,9.77,11.98,11.34,1,Passable
CAND304107,2020,CFEN (Primaire),N/A,Fès-Meknès,FES,Rural,Public,Féminin,7.91,14.1,8.94,11.03,8.41,14.11,10.24,1,Passable
CAND304108,2018,Brevet (Collégial),N/A,Fès-Meknès,FES,Rural,Public,Féminin,7.87,1.68,8.37,9.93,10.08,13.18,7.58,0,Ajourné
CAND304109,2018,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Rural,Public,Masculin,10.96,10.03,13.01,11.82,12.22,12.21,11.0,1,Passable
CAND304110,2022,Baccalauréat,Sciences techno,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,10.71,6.56,16.06,10.65,14.37,8.85,10.34,1,Passable
CAND304111,2016,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,7.05,6.47,3.98,13.09,12.58,15.73,9.03,0,Ajourné
CAND304112,2020,Baccalauréat,Sciences expérimentales,Dakhla-Oued Eddahab,DAK,Urbain,Privé,Féminin,9.84,3.77,9.3,10.28,11.93,13.96,10.55,1,Passable
CAND304113,2017,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,9.52,9.07,4.02,11.16,9.99,11.19,9.21,0,Ajourné
CAND304114,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,8.05,7.02,9.34,12.45,13.31,8.49,9.04,0,Ajourné
CAND304115,2018,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,9.42,5.13,5.46,10.3,12.49,13.38,9.17,0,Ajourné
CAND304116,2015,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Féminin,5.82,9.8,7.25,14.85,10.42,10.52,9.76,0,Ajourné
CAND304117,2022,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Rural,Public,Féminin,12.94,6.89,13.11,14.27,10.73,13.45,11.13,1,Passable
CAND304118,2020,Baccalauréat,Sciences maths,Béni Mellal-Khénifra,BMK,Urbain,Privé,Masculin,11.46,4.47,10.37,2.9,13.35,11.71,9.76,0,Ajourné
CAND304119,2017,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Masculin,9.37,5.35,11.88,4.07,8.2,15.25,8.75,0,Ajourné
CAND304120,2015,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Masculin,7.48,7.03,13.94,11.06,9.39,14.64,10.33,1,Passable
CAND304121,2016,CFEN (Primaire),N/A,Fès-Meknès,FES,Rural,Privé,Masculin,13.88,8.4,10.22,12.75,13.16,6.82,11.27,1,Passable
CAND304122,2020,Baccalauréat,Economie,Drâa-Tafilalet,DRA,Rural,Public,Masculin,7.01,11.23,9.74,9.2,9.54,14.56,9.55,0,Ajourné
CAND304123,2022,Baccalauréat,Arts,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,12.57,13.69,11.89,13.82,8.45,13.19,12.38,1,Assez Bien
CAND304124,2023,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,10.55,12.01,15.4,6.03,10.39,14.97,11.44,1,Passable
CAND304125,2017,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,10.96,9.32,12.2,7.24,11.08,16.33,11.01,1,Passable
CAND304126,2019,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Urbain,Public,Féminin,11.01,13.61,10.31,14.64,10.12,9.72,11.72,1,Passable
CAND304127,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,9.8,6.25,10.17,10.83,11.96,14.03,9.68,0,Ajourné
CAND304128,2020,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,7.82,14.77,15.18,12.27,8.67,10.89,11.66,1,Passable
CAND304129,2018,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,9.52,5.83,9.11,16.54,11.9,13.8,10.91,1,Passable
CAND304130,2016,Baccalauréat,Sciences techno,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,5.04,13.2,12.43,12.15,11.65,14.71,10.83,1,Passable
CAND304131,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,12.98,10.14,12.04,9.59,11.99,14.69,11.8,1,Passable
CAND304132,2023,Baccalauréat,Sciences maths,Fès-Meknès,FES,Rural,Public,Féminin,12.96,9.45,6.85,14.35,12.34,13.34,10.94,1,Passable
CAND304133,2021,Baccalauréat,Sciences techno,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,10.28,8.63,12.87,8.0,10.59,13.42,9.87,0,Ajourné
CAND304134,2021,Baccalauréat,Lettres,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,9.93,16.72,8.31,11.58,7.17,13.65,10.87,1,Passable
CAND304135,2022,Baccalauréat,Economie,Souss-Massa,SOU,Rural,Public,Féminin,7.53,11.94,8.15,10.39,10.87,15.64,10.11,1,Passable
CAND304136,2017,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Privé,Féminin,11.84,9.45,10.41,8.07,10.24,11.17,10.57,1,Passable
CAND304137,2015,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,11.46,6.33,10.13,11.18,17.85,12.68,11.33,1,Passable
CAND304138,2016,Baccalauréat,Lettres,Drâa-Tafilalet,DRA,Rural,Public,Féminin,11.65,7.16,17.85,12.24,9.49,17.14,11.68,1,Passable
CAND304139,2020,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,10.52,6.19,12.23,11.79,6.7,11.58,9.71,0,Ajourné
CAND304140,2022,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,8.43,8.55,6.67,18.64,9.41,12.9,10.74,1,Passable
CAND304141,2021,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,10.13,9.59,9.46,6.86,4.97,13.06,9.03,0,Ajourné
CAND304142,2017,Baccalauréat,Lettres,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,10.48,13.81,16.39,11.3,10.06,14.37,12.69,1,Assez Bien
CAND304143,2016,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,10.73,3.3,6.73,9.87,12.41,12.27,8.98,0,Ajourné
CAND304144,2020,Baccalauréat,Sciences maths,Drâa-Tafilalet,DRA,Rural,Public,Masculin,7.45,6.11,8.49,8.29,13.12,9.1,7.98,0,Ajourné
CAND304145,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,10.54,12.34,7.94,10.4,11.83,13.39,10.51,1,Passable
CAND304146,2022,Baccalauréat,Lettres,Marrakech-Safi,MAR,Urbain,Public,Masculin,13.65,6.18,12.84,9.81,13.64,14.24,11.47,1,Passable
CAND304147,2022,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Masculin,9.53,8.47,6.75,10.39,11.17,16.45,10.33,1,Passable
CAND304148,2015,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,8.61,13.49,13.34,6.83,8.85,9.86,10.22,1,Passable
CAND304149,2016,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,6.7,7.76,10.16,13.31,10.82,13.35,10.17,1,Passable
CAND304150,2019,Baccalauréat,Sciences maths,Souss-Massa,SOU,Rural,Public,Féminin,11.33,15.72,8.64,10.25,14.26,10.45,11.33,1,Passable
CAND304151,2017,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Privé,Féminin,18.05,6.64,11.99,5.5,9.23,11.96,11.49,1,Passable
CAND304152,2015,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,12.57,4.73,10.69,2.89,7.4,11.94,8.21,0,Ajourné
CAND304153,2018,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,6.84,10.61,15.69,8.95,8.54,10.97,10.16,1,Passable
CAND304154,2020,Baccalauréat,Lettres,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,16.98,10.36,13.23,16.85,14.57,12.8,14.08,1,Bien
CAND304155,2020,Baccalauréat,Sciences maths,Casablanca-Settat,CAS,Rural,Privé,Masculin,3.48,4.54,13.21,6.66,10.9,12.87,8.61,0,Ajourné
CAND304156,2022,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,9.23,8.25,9.62,9.86,14.01,14.01,10.63,1,Passable
CAND304157,2018,Baccalauréat,Sciences maths,Fès-Meknès,FES,Urbain,Public,Féminin,9.47,7.44,7.47,12.42,9.07,17.94,10.47,1,Passable
CAND304158,2018,Brevet (Collégial),N/A,Laâyoune-Sakia El Hamra,LAA,Urbain,Public,Masculin,16.57,12.52,8.16,5.21,6.65,9.67,10.04,1,Passable
CAND304159,2017,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,12.46,6.34,11.14,10.73,14.36,12.17,10.99,1,Passable
CAND304160,2017,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Privé,Féminin,6.37,12.99,10.95,5.32,11.36,12.02,10.8,1,Passable
CAND304161,2015,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,12.35,15.11,5.99,12.48,12.01,14.92,11.7,1,Passable
CAND304162,2016,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Rural,Public,Féminin,16.04,8.94,9.29,7.69,12.95,9.75,10.18,1,Passable
CAND304163,2016,Baccalauréat,Sciences techno,Souss-Massa,SOU,Urbain,Public,Masculin,2.62,13.32,10.75,12.05,7.59,13.76,10.0,1,Passable
CAND304164,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,3.78,5.98,11.31,7.93,10.33,10.8,8.09,0,Ajourné
CAND304165,2022,Baccalauréat,Lettres,Fès-Meknès,FES,Urbain,Public,Féminin,13.99,11.2,10.28,11.92,10.22,14.02,11.96,1,Passable
CAND304166,2015,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,13.36,8.74,10.27,11.06,10.2,13.09,10.47,1,Passable
CAND304167,2021,Baccalauréat,Sciences techno,Marrakech-Safi,MAR,Urbain,Public,Féminin,12.73,13.03,8.93,9.11,10.97,12.77,11.35,1,Passable
CAND304168,2018,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,4.29,13.25,15.87,9.6,11.88,10.51,10.79,1,Passable
CAND304169,2019,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,7.14,10.89,11.11,14.84,11.3,14.54,10.93,1,Passable
CAND304170,2017,Baccalauréat,Lettres,Casablanca-Settat,CAS,Rural,Public,Féminin,6.67,12.6,14.23,4.35,8.98,11.2,9.02,0,Ajourné
CAND304171,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,10.76,5.49,7.97,10.6,12.12,11.34,8.95,0,Ajourné
CAND304172,2019,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Rural,Public,Masculin,12.0,8.65,6.86,11.45,9.04,13.35,9.62,0,Ajourné
CAND304173,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.97,4.94,9.39,10.22,11.18,16.13,10.03,1,Passable
CAND304174,2021,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,13.27,11.41,10.56,9.39,9.69,10.61,10.9,1,Passable
CAND304175,2021,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,10.57,9.75,7.55,14.44,12.61,11.73,10.49,1,Passable
CAND304176,2023,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,14.76,9.65,6.74,9.48,10.49,13.47,10.8,1,Passable
CAND304177,2020,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Féminin,9.51,8.79,6.72,13.18,8.45,13.63,9.43,0,Ajourné
CAND304178,2022,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,8.24,7.86,10.4,15.26,9.12,13.13,10.55,1,Passable
CAND304179,2021,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Féminin,13.38,8.11,7.93,7.76,8.79,11.53,9.59,0,Ajourné
CAND304180,2018,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,13.74,11.78,12.49,11.67,9.77,9.15,11.53,1,Passable
CAND304181,2015,Baccalauréat,Lettres,Souss-Massa,SOU,Urbain,Public,Féminin,14.68,13.32,8.0,9.45,13.12,13.52,12.11,1,Assez Bien
CAND304182,2017,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,5.36,2.84,9.65,12.77,9.12,12.09,8.33,0,Ajourné
CAND304183,2016,Baccalauréat,Sciences agro,Guelmim-Oued Noun,GUE,Rural,Public,Féminin,11.72,12.2,8.6,13.81,12.82,15.45,11.83,1,Passable
CAND304184,2021,CFEN (Primaire),N/A,Oriental,ORI,Urbain,Public,Féminin,11.87,8.99,13.64,5.6,10.13,11.43,10.17,1,Passable
CAND304185,2015,Brevet (Collégial),N/A,Oriental,ORI,Rural,Public,Masculin,13.84,10.43,10.76,11.02,10.75,14.32,11.23,1,Passable
CAND304186,2017,CFEN (Primaire),N/A,Fès-Meknès,FES,Rural,Public,Masculin,13.93,12.3,8.35,8.31,8.21,12.7,10.17,1,Passable
CAND304187,2016,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,10.49,7.27,12.13,9.96,10.17,14.04,10.49,1,Passable
CAND304188,2022,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,13.31,8.16,10.42,5.38,4.74,16.04,9.62,0,Ajourné
CAND304189,2022,Baccalauréat,Sciences agro,Fès-Meknès,FES,Urbain,Public,Masculin,12.43,8.44,10.87,14.1,10.16,13.39,11.49,1,Passable
CAND304190,2016,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Rural,Public,Féminin,13.3,5.7,12.71,8.08,9.68,11.06,9.32,0,Ajourné
CAND304191,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Privé,Masculin,8.08,10.94,10.44,13.81,15.72,10.86,11.94,1,Passable
CAND304192,2022,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,11.47,7.77,10.03,16.64,12.71,13.78,11.93,1,Passable
CAND304193,2017,Baccalauréat,Lettres,Casablanca-Settat,CAS,Urbain,Public,Masculin,14.65,13.57,13.7,8.27,10.62,12.85,12.33,1,Assez Bien
CAND304194,2015,Baccalauréat,Lettres,Oriental,ORI,Urbain,Public,Féminin,12.48,9.5,8.07,13.58,8.38,13.45,10.94,1,Passable
CAND304195,2017,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,7.24,8.37,11.89,15.3,9.55,14.67,10.99,1,Passable
CAND304196,2017,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,9.99,12.09,8.85,0.0,8.28,12.72,8.69,0,Ajourné
CAND304197,2023,Baccalauréat,Sciences maths,Oriental,ORI,Rural,Public,Féminin,7.35,4.4,12.62,13.03,6.76,13.7,8.78,0,Ajourné
CAND304198,2019,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,9.3,9.26,14.32,9.93,11.34,9.6,10.5,1,Passable
CAND304199,2020,Baccalauréat,Sciences expérimentales,Oriental,ORI,Urbain,Public,Féminin,3.82,5.92,10.91,9.31,5.91,9.62,7.42,0,Ajourné
CAND304200,2016,Baccalauréat,Lettres,Marrakech-Safi,MAR,Urbain,Public,Masculin,14.82,15.77,9.42,6.83,9.59,16.52,12.31,1,Assez Bien
CAND304201,2018,Baccalauréat,Sciences expérimentales,Oriental,ORI,Urbain,Public,Masculin,13.97,5.45,10.43,11.45,12.34,10.73,10.58,1,Passable
CAND304202,2018,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Masculin,7.3,10.17,5.26,11.53,10.77,11.17,9.39,0,Ajourné
CAND304203,2018,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,12.0,7.63,7.74,12.86,8.07,14.34,10.39,1,Passable
CAND304204,2019,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,12.63,13.07,12.76,9.71,8.64,12.18,10.98,1,Passable
CAND304205,2017,Baccalauréat,Sciences techno,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.22,4.96,9.4,5.71,10.88,12.05,8.47,0,Ajourné
CAND304206,2022,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,10.86,5.48,8.82,12.07,8.44,13.29,9.68,0,Ajourné
CAND304207,2022,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,9.48,11.92,9.48,14.75,7.78,12.04,10.99,1,Passable
CAND304208,2020,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,9.44,8.85,6.66,7.14,7.85,11.27,8.55,0,Ajourné
CAND304209,2022,Baccalauréat,Sciences techno,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,8.96,7.95,8.99,9.57,8.37,9.38,8.84,0,Ajourné
CAND304210,2020,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,14.96,9.53,8.47,10.66,7.83,11.23,10.54,1,Passable
CAND304211,2023,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Rural,Public,Féminin,4.51,14.05,9.3,9.45,14.49,11.79,9.97,0,Ajourné
CAND304212,2021,CFEN (Primaire),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Privé,Féminin,10.36,15.99,6.57,13.26,11.16,10.74,12.59,1,Assez Bien
CAND304213,2023,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,10.15,9.13,13.88,10.9,11.42,13.85,11.38,1,Passable
CAND304214,2019,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,8.77,12.87,8.45,11.11,8.43,11.27,10.26,1,Passable
CAND304215,2017,Baccalauréat,Sciences techno,Casablanca-Settat,CAS,Urbain,Public,Féminin,4.68,8.94,7.3,3.87,8.02,12.8,7.51,0,Ajourné
CAND304216,2018,Baccalauréat,Economie,Oriental,ORI,Rural,Public,Féminin,12.64,11.2,8.82,10.48,9.35,10.65,10.02,1,Passable
CAND304217,2015,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,10.92,10.15,14.83,12.31,11.31,9.33,11.41,1,Passable
CAND304218,2020,Baccalauréat,Sciences techno,Casablanca-Settat,CAS,Urbain,Public,Masculin,11.67,8.76,5.74,6.56,8.68,12.79,9.05,0,Ajourné
CAND304219,2023,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,6.44,7.06,12.91,15.17,10.43,14.68,10.85,1,Passable
CAND304220,2023,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,12.36,8.1,13.8,9.28,9.99,10.4,10.55,1,Passable
CAND304221,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,13.08,12.58,10.16,10.26,10.67,10.27,10.68,1,Passable
CAND304222,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.58,8.32,13.65,13.51,13.89,15.66,12.16,1,Assez Bien
CAND304223,2023,Brevet (Collégial),N/A,Fès-Meknès,FES,Rural,Public,Masculin,10.17,6.51,7.49,12.0,6.38,11.51,8.38,0,Ajourné
CAND304224,2017,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Masculin,11.46,5.63,4.74,6.59,9.04,13.1,8.34,0,Ajourné
CAND304225,2019,CFEN (Primaire),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,4.8,7.34,8.04,6.15,12.44,14.18,8.58,0,Ajourné
CAND304226,2019,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Urbain,Public,Masculin,7.35,3.91,9.73,14.96,7.88,12.4,9.15,0,Ajourné
CAND304227,2016,Baccalauréat,Economie,Marrakech-Safi,MAR,Rural,Public,Masculin,9.0,6.14,15.68,5.92,11.56,11.79,9.11,0,Ajourné
CAND304228,2019,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Urbain,Public,Masculin,14.04,7.45,11.64,8.13,8.98,11.61,10.23,1,Passable
CAND304229,2023,Baccalauréat,Sciences maths,Souss-Massa,SOU,Rural,Public,Masculin,10.08,10.42,14.79,3.08,8.94,13.02,9.33,0,Ajourné
CAND304230,2022,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,11.45,5.69,7.81,11.94,12.63,16.62,10.79,1,Passable
CAND304231,2019,Baccalauréat,Economie,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,8.63,5.08,9.21,9.61,9.61,9.44,8.44,0,Ajourné
CAND304232,2023,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Urbain,Public,Féminin,11.28,10.83,8.85,7.99,15.19,13.28,11.15,1,Passable
CAND304233,2021,Baccalauréat,Sciences techno,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,9.29,12.83,12.32,12.85,14.05,13.23,12.36,1,Assez Bien
CAND304234,2015,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,13.2,11.75,3.69,9.91,10.06,12.16,9.7,0,Ajourné
CAND304235,2017,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Privé,Masculin,9.23,20.0,9.68,10.13,11.32,15.66,13.88,1,Assez Bien
CAND304236,2018,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Privé,Masculin,7.5,8.35,11.6,13.6,12.15,13.29,11.89,1,Passable
CAND304237,2020,Baccalauréat,Sciences techno,Béni Mellal-Khénifra,BMK,Rural,Public,Masculin,6.4,9.14,12.6,6.96,13.54,13.88,9.57,0,Ajourné
CAND304238,2019,CFEN (Primaire),N/A,Souss-Massa,SOU,Rural,Public,Masculin,14.94,4.35,13.79,5.45,10.68,12.1,9.37,0,Ajourné
CAND304239,2016,CFEN (Primaire),N/A,Guelmim-Oued Noun,GUE,Urbain,Public,Féminin,12.82,2.79,10.3,13.59,11.95,10.96,10.16,1,Passable
CAND304240,2016,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,10.8,11.76,13.78,7.98,5.74,11.98,10.38,1,Passable
CAND304241,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.81,11.97,9.13,8.54,15.36,11.29,10.98,1,Passable
CAND304242,2015,CFEN (Primaire),N/A,Oriental,ORI,Urbain,Public,Masculin,12.0,8.26,11.31,10.84,11.31,12.2,10.88,1,Passable
CAND304243,2022,Baccalauréat,Sciences expérimentales,Oriental,ORI,Urbain,Public,Masculin,15.13,9.49,8.94,13.04,13.18,10.86,11.79,1,Passable
CAND304244,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,8.98,9.53,12.06,11.75,14.92,16.13,11.99,1,Passable
CAND304245,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,15.39,8.17,14.25,13.37,5.88,12.95,11.04,1,Passable
CAND304246,2022,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,12.23,9.3,16.88,5.34,11.89,15.28,11.58,1,Passable
CAND304247,2018,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,16.91,9.88,14.07,9.14,8.82,10.9,11.64,1,Passable
CAND304248,2015,CFEN (Primaire),N/A,Fès-Meknès,FES,Rural,Public,Féminin,12.07,13.81,15.27,11.12,10.07,10.73,11.63,1,Passable
CAND304249,2017,Baccalauréat,Economie,Fès-Meknès,FES,Urbain,Public,Féminin,7.76,8.45,12.36,10.76,7.55,11.32,9.6,0,Ajourné
CAND304250,2017,Baccalauréat,Sciences maths,Oriental,ORI,Rural,Privé,Féminin,11.37,7.62,7.31,15.24,8.7,14.17,11.09,1,Passable
CAND304251,2021,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Urbain,Public,Féminin,8.26,9.71,7.96,11.27,10.95,14.0,10.28,1,Passable
CAND304252,2019,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,2.21,13.91,4.01,8.51,11.38,12.87,8.27,0,Ajourné
