id_etablissement,nom_etablissement,annee_scolaire,region,code_region,province,milieu,secteur,cycle,nb_classes,effectif_eleves,annee_creation,equipement_bibliotheque,equipement_laboratoire,equipement_salle_sport,acces_internet,cantine,latitude,longitude
ETB11259,Lycée 155-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Qualifiant,24,372,1971,1,0,0,1,1,33.46195,-3.21381
ETB11260,Collège 449-BMK,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Collégial,27,486,2006,0,1,1,1,1,32.89118,-5.62315
ETB11261,École 456-SOU,2016-2017,Souss-Massa,SOU,Taroudannt,Rural,Public,Primaire,10,354,2013,1,0,1,0,1,30.73833,-7.40754
ETB11262,École 434-MAR,2016-2017,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Primaire,12,361,1962,1,0,1,0,0,34.3812,-2.60702
ETB11263,École 478-FES,2015-2016,Fès-Meknès,FES,Meknès,Urbain,Public,Primaire,20,358,1977,0,0,0,0,0,31.57802,-2.2787
ETB11264,École 61-MAR,2016-2017,Marrakech-Safi,MAR,Safi,Rural,Privé,Primaire,28,377,1998,0,0,0,0,0,34.13513,-4.39011
ETB11265,École 436-MAR,2021-2022,Marrakech-Safi,MAR,Safi,Rural,Public,Primaire,24,297,1997,1,0,0,1,0,31.57491,-3.14153
ETB11266,Collège 308-BMK,2021-2022,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Collégial,4,199,1987,1,0,1,1,0,28.33779,-1.97269
ETB11267,Collège 222-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Collégial,26,404,1960,0,1,0,0,1,28.90911,-3.76754
ETB11268,École 366-FES,2023-2024,Fès-Meknès,FES,El Hajeb,Rural,Public,Primaire,9,325,1963,1,0,1,0,1,33.18686,-12.92401
ETB11269,École 470-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,27,350,1971,0,0,0,1,1,34.52591,-6.18431
ETB11270,École 202-CAS,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Privé,Primaire,15,351,1995,1,0,1,0,0,35.01246,-6.69885
ETB11271,Lycée 80-SOU,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Privé,Qualifiant,4,355,1970,0,0,0,0,1,29.46878,-4.48537
ETB11272,École 328-MAR,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Primaire,33,207,1964,1,0,0,1,0,27.88594,-11.96029
ETB11273,École 239-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,33,261,1998,0,1,0,1,0,35.50878,-4.9471
ETB11274,École 77-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,29,264,1972,1,0,1,1,0,34.77468,-8.47863
ETB11275,École 104-CAS,2016-2017,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,20,278,1971,0,0,1,1,1,28.785,-11.30554
ETB11276,École 359-FES,2023-2024,Fès-Meknès,FES,Fès,Urbain,Public,Primaire,8,248,1967,0,1,0,1,0,31.89989,-7.39266
ETB11277,École 88-BMK,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Primaire,17,293,1990,1,1,1,0,1,33.46105,-2.37896
ETB11278,OFPPT 432-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Formation Professionnelle,21,195,1963,1,0,1,1,1,34.46393,-7.39536
ETB11279,Collège 180-ORI,2015-2016,Oriental,ORI,Oujda-Angad,Urbain,Public,Collégial,14,449,1994,0,1,1,1,1,31.24156,-3.62139
ETB11280,École 206-GUE,2018-2019,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Public,Primaire,25,255,2016,1,0,1,0,1,29.98893,-4.18802
ETB11281,École 78-SOU,2023-2024,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Privé,Primaire,11,251,2012,1,0,0,1,1,35.40074,-10.88947
ETB11282,Collège 141-SOU,2016-2017,Souss-Massa,SOU,Taroudannt,Urbain,Public,Collégial,30,560,2009,1,0,0,1,0,32.63398,-12.85558
ETB11283,Collège 312-CAS,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Public,Collégial,29,503,1965,1,0,0,1,0,35.05959,-11.63374
ETB11284,Collège 65-MAR,2016-2017,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Collégial,32,349,1966,0,0,1,1,0,34.47088,-10.60852
ETB11285,Lycée 237-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Privé,Qualifiant,25,443,1984,0,0,1,1,1,35.44014,-3.6062
ETB11286,Collège 82-CAS,2020-2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Privé,Collégial,26,341,2001,1,1,1,1,0,31.48816,-8.17638
ETB11287,Collège 335-FES,2018-2019,Fès-Meknès,FES,El Hajeb,Urbain,Public,Collégial,12,482,2011,0,1,1,0,0,34.56528,-12.86999
ETB11288,École 335-CAS,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Public,Primaire,21,277,1977,0,0,1,1,0,33.94486,-6.87851
ETB11289,OFPPT 157-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Formation Professionnelle,14,213,2002,1,0,1,1,0,31.38637,-8.61656
ETB11290,Collège 357-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Privé,Collégial,32,379,1963,0,1,1,0,1,30.35342,-2.39324
ETB11291,Collège 67-FES,2023-2024,Fès-Meknès,FES,Taza,Rural,Public,Collégial,15,489,2015,0,1,0,1,0,34.31688,-7.11886
ETB11292,OFPPT 55-BMK,2020-2021,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Formation Professionnelle,18,381,2006,1,0,1,1,1,32.30885,-10.50969
ETB11293,Lycée 456-MAR,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Qualifiant,27,375,1968,1,1,1,1,1,31.88681,-10.95356
ETB11294,École 366-MAR,2016-2017,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,14,363,1988,1,0,0,1,0,31.12779,-7.02722
ETB11295,Lycée 134-MAR,2015-2016,Marrakech-Safi,MAR,Chichaoua,Rural,Public,Qualifiant,30,305,1994,0,0,1,0,0,30.50825,-1.95538
ETB11296,École 297-GUE,2023-2024,Guelmim-Oued Noun,GUE,Assa-Zag,Urbain,Public,Primaire,4,392,2000,0,0,0,1,0,30.31832,-2.98823
ETB11297,Collège 41-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Collégial,18,606,1972,0,1,1,0,1,35.31841,-1.72296
ETB11298,École 480-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Primaire,4,373,2013,0,0,1,0,1,28.83297,-9.1017
ETB11299,Université 326-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Supérieur,9,1398,2009,1,0,0,1,0,32.40339,-12.17047
ETB11300,École 189-CAS,2015-2016,Casablanca-Settat,CAS,Khouribga,Rural,Privé,Primaire,27,281,1972,1,1,1,1,0,29.85162,-5.94545
ETB11301,École 8-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Primaire,34,274,1975,0,0,1,1,0,35.22139,-10.50922
ETB11302,École 230-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Privé,Primaire,5,421,1962,0,0,0,0,0,28.22313,-4.79113
ETB11303,École 218-FES,2021-2022,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,8,340,1981,0,0,1,1,1,35.82431,-2.49296
ETB11304,Collège 432-FES,2017-2018,Fès-Meknès,FES,Séfrou,Rural,Public,Collégial,31,585,1972,1,0,1,0,1,31.49164,-5.20653
ETB11305,Collège 17-CAS,2016-2017,Casablanca-Settat,CAS,El Jadida,Rural,Public,Collégial,22,262,1987,0,1,0,1,0,34.82318,-6.694
ETB11306,Jardin 390-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Préscolaire,30,71,1969,1,0,0,1,0,28.896,-8.07766
ETB11307,Jardin 339-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Rural,Public,Préscolaire,23,74,2004,1,0,0,1,0,32.33457,-6.12663
ETB11308,École 415-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,18,508,1986,0,1,1,1,0,29.12935,-8.58719
ETB11309,Collège 260-MAR,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Collégial,15,423,1979,0,1,0,1,0,33.31392,-6.62875
ETB11310,École 133-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Public,Primaire,23,286,2000,1,1,1,0,0,30.06963,-11.88186
ETB11311,Collège 214-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Collégial,8,510,1984,1,0,0,0,0,34.69863,-12.94871
ETB11312,Collège 160-CAS,2023-2024,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Collégial,29,540,1980,1,0,0,1,0,34.8773,-12.96215
ETB11313,Lycée 36-CAS,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Public,Qualifiant,9,302,1970,1,1,1,1,1,35.16081,-12.02957
ETB11314,Collège 216-MAR,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Public,Collégial,21,513,2003,1,0,0,1,0,28.66799,-8.61477
ETB11315,École 339-MAR,2016-2017,Marrakech-Safi,MAR,Safi,Rural,Public,Primaire,15,278,2020,0,0,0,1,0,33.63279,-4.12453
ETB11316,Collège 358-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Collégial,7,374,2000,1,1,1,1,1,32.99997,-3.10196
ETB11317,École 359-FES,2015-2016,Fès-Meknès,FES,Taounate,Urbain,Public,Primaire,19,333,1975,1,0,1,1,0,35.30743,-4.70352
ETB11318,Collège 338-FES,2016-2017,Fès-Meknès,FES,Moulay Yacoub,Rural,Public,Collégial,13,362,2010,0,1,1,0,1,30.24351,-7.58838
ETB11319,Université 402-CAS,2015-2016,Casablanca-Settat,CAS,Khouribga,Rural,Public,Supérieur,5,1759,2017,0,0,1,1,1,30.03545,-4.33588
ETB11320,Collège 167-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Privé,Collégial,6,460,1969,0,0,1,0,0,33.42722,-10.54589
ETB11321,Lycée 474-MAR,2019-2020,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Qualifiant,8,326,1992,0,0,1,1,0,29.39393,-10.55274
ETB11322,Lycée 366-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Privé,Qualifiant,28,186,1999,0,1,1,1,0,29.07029,-11.91144
ETB11323,École 204-CAS,2021-2022,Casablanca-Settat,CAS,El Jadida,Urbain,Privé,Primaire,20,335,2014,1,1,1,1,1,35.11378,-11.31714
ETB11324,École 459-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Rural,Privé,Primaire,11,176,2007,0,1,1,0,0,32.1042,-9.28843
ETB11325,École 232-CAS,2017-2018,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Primaire,23,301,2003,1,1,0,1,0,33.94732,-9.82755
ETB11326,Lycée 169-MAR,2020-2021,Marrakech-Safi,MAR,Marrakech,Urbain,Privé,Qualifiant,30,392,1979,0,0,1,1,0,33.10715,-6.42405
ETB11327,École 266-BMK,2015-2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Primaire,26,208,1968,0,1,1,1,0,29.05242,-12.74483
ETB11328,École 21-MAR,2020-2021,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Primaire,3,491,1977,0,1,0,1,1,33.12704,-2.3232
ETB11329,Lycée 57-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Rural,Public,Qualifiant,27,361,2019,1,0,0,1,0,31.36529,-6.38581
ETB11330,École 495-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Primaire,34,330,1989,0,0,0,0,0,32.13412,-4.28717
ETB11331,Collège 236-BMK,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Privé,Collégial,5,321,1970,1,0,0,1,0,35.49265,-1.67379
ETB11332,École 21-MAR,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Primaire,31,240,1987,0,0,0,1,0,27.81675,-4.47735
ETB11333,Lycée 120-FES,2020-2021,Fès-Meknès,FES,Taounate,Urbain,Public,Qualifiant,4,445,1993,0,1,0,0,1,32.23272,-8.62174
ETB11334,École 323-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Primaire,27,472,2015,0,0,0,1,0,34.07904,-13.10771
ETB11335,École 340-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,31,420,2021,0,1,0,1,0,34.46813,-9.34044
ETB11336,OFPPT 186-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Privé,Formation Professionnelle,31,295,1976,0,1,1,1,0,30.55889,-3.53302
ETB11337,Jardin 257-DRA,2019-2020,Drâa-Tafilalet,DRA,Zagora,Urbain,Public,Préscolaire,10,52,2003,1,0,1,1,1,30.13508,-9.40087
ETB11338,École 347-MAR,2018-2019,Marrakech-Safi,MAR,Essaouira,Rural,Public,Primaire,4,307,1983,0,1,0,1,1,30.16528,-8.78492
ETB11339,École 216-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Primaire,31,343,2001,0,0,1,0,0,30.24714,-11.53517
ETB11340,Lycée 376-MAR,2021-2022,Marrakech-Safi,MAR,Youssoufia,Urbain,Privé,Qualifiant,32,408,1970,0,1,0,1,1,31.08195,-7.57575
ETB11341,OFPPT 375-ORI,2020-2021,Oriental,ORI,Nador,Urbain,Public,Formation Professionnelle,28,242,1969,1,0,0,1,0,27.73396,-8.97651
ETB11342,Collège 10-CAS,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Collégial,7,499,1969,0,0,1,1,0,31.00206,-1.38804
ETB11343,Lycée 227-SOU,2017-2018,Souss-Massa,SOU,Taroudannt,Urbain,Privé,Qualifiant,33,408,2002,0,0,1,0,1,31.10248,-4.22357
ETB11344,Lycée 13-BMK,2021-2022,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Qualifiant,22,233,1993,0,1,1,1,0,30.36996,-3.73918
ETB11345,Lycée 251-CAS,2015-2016,Casablanca-Settat,CAS,Settat,Urbain,Public,Qualifiant,32,321,2000,0,0,0,1,1,34.83072,-11.93568
ETB11346,Jardin 435-FES,2015-2016,Fès-Meknès,FES,Taza,Rural,Public,Préscolaire,4,23,1962,1,1,0,1,1,30.77166,-11.90421
ETB11347,École 118-DRA,2018-2019,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Public,Primaire,31,377,1990,1,0,1,1,0,30.63883,-9.68314
ETB11348,Lycée 301-ORI,2019-2020,Oriental,ORI,Berkane,Urbain,Public,Qualifiant,33,219,2009,0,1,0,1,0,32.84397,-1.63628
ETB11349,École 458-ORI,2016-2017,Oriental,ORI,Guercif,Urbain,Privé,Primaire,15,239,2002,0,0,1,0,0,29.17039,-4.56783
ETB11350,Jardin 15-BMK,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Préscolaire,24,47,1961,0,0,0,1,1,29.91631,-11.49807
ETB11351,Lycée 424-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Qualifiant,6,96,1993,0,0,1,0,1,35.09844,-4.38068
ETB11352,École 371-MAR,2016-2017,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,3,399,2006,0,0,1,1,0,31.97791,-12.78377
ETB11353,Jardin 225-CAS,2020-2021,Casablanca-Settat,CAS,Mohammadia,Rural,Privé,Préscolaire,22,55,1992,0,1,1,0,0,29.72955,-9.55904
ETB11354,École 323-SOU,2023-2024,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Primaire,30,218,1963,1,0,1,1,0,31.3621,-8.43508
ETB11355,Collège 295-SOU,2017-2018,Souss-Massa,SOU,Tata,Rural,Public,Collégial,17,404,2019,0,0,0,1,1,28.30901,-8.44869
ETB11356,École 231-ORI,2017-2018,Oriental,ORI,Guercif,Urbain,Public,Primaire,19,455,1999,0,1,1,1,0,34.92603,-9.35767
ETB11357,Université 464-BMK,2023-2024,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Public,Supérieur,28,2639,1961,1,0,0,0,0,35.88493,-10.26133
ETB11358,Lycée 369-MAR,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Qualifiant,4,258,2000,0,0,0,0,0,33.20141,-3.9129
ETB11359,Collège 158-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Privé,Collégial,24,530,1962,1,0,0,0,0,35.15662,-1.58057
ETB11360,Université 392-CAS,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Supérieur,19,3360,1987,1,1,0,1,0,27.97261,-4.11073
ETB11361,École 128-FES,2020-2021,Fès-Meknès,FES,Taounate,Urbain,Privé,Primaire,23,458,1964,1,1,0,0,1,28.86121,-6.41076
ETB11362,Collège 29-MAR,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Collégial,27,321,2010,0,0,0,1,0,33.01951,-1.98672
ETB11363,École 486-CAS,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,24,212,1976,1,0,0,1,1,31.82907,-12.51434
ETB11364,Lycée 266-CAS,2021-2022,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Qualifiant,23,238,2019,0,1,1,1,0,30.22407,-12.10518
ETB11365,Jardin 392-DRA,2023-2024,Drâa-Tafilalet,DRA,Zagora,Urbain,Public,Préscolaire,12,81,2014,0,1,1,1,1,29.11374,-5.07865
ETB11366,École 239-ORI,2020-2021,Oriental,ORI,Nador,Rural,Public,Primaire,19,342,1967,0,1,1,1,1,28.00845,-6.60963
ETB11367,École 435-BMK,2016-2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Public,Primaire,16,317,1991,1,1,0,1,0,31.48178,-1.0355
ETB11368,École 20-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Primaire,8,503,1971,1,0,1,0,0,35.1095,-11.97301
ETB11369,Collège 219-MAR,2017-2018,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Collégial,16,216,1986,0,0,0,1,0,34.75066,-12.71717
ETB11370,Jardin 407-CAS,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Préscolaire,29,33,1963,0,0,0,0,1,29.08646,-7.22347
ETB11371,Université 221-CAS,2020-2021,Casablanca-Settat,CAS,Khouribga,Urbain,Privé,Supérieur,33,942,2007,1,0,0,0,0,34.22123,-12.13798
ETB11372,Collège 4-DRA,2020-2021,Drâa-Tafilalet,DRA,Tinghir,Urbain,Privé,Collégial,13,504,2003,1,0,1,0,0,34.32335,-7.44088
ETB11373,École 157-CAS,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,22,277,1975,1,1,1,1,0,32.67782,-11.03224
ETB11374,Lycée 168-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Qualifiant,21,535,1963,0,1,0,1,1,33.33635,-3.35574
ETB11375,OFPPT 497-FES,2020-2021,Fès-Meknès,FES,Meknès,Urbain,Privé,Formation Professionnelle,26,259,2001,1,1,0,1,1,29.52099,-7.21496
ETB11376,École 353-MAR,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Public,Primaire,22,332,1979,0,0,1,1,1,29.62637,-11.60939
ETB11377,École 135-MAR,2015-2016,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Primaire,33,397,1974,0,0,1,1,0,32.40489,-2.15781
ETB11378,École 170-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Primaire,11,299,1976,0,0,0,1,0,31.29529,-9.51437
ETB11379,École 276-MAR,2018-2019,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Primaire,6,384,1984,1,0,1,0,0,32.01652,-4.81361
ETB11380,École 325-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,12,314,2017,0,0,1,1,1,31.96557,-7.08329
ETB11381,Collège 368-MAR,2020-2021,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Collégial,7,289,2000,1,0,1,1,0,31.94554,-7.57574
ETB11382,Lycée 308-CAS,2020-2021,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Qualifiant,19,341,2020,0,1,1,0,0,31.26911,-11.49968
ETB11383,Lycée 416-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Privé,Qualifiant,29,336,1972,1,0,1,1,0,35.89686,-6.77807
ETB11384,École 371-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Privé,Primaire,29,429,1996,0,1,1,0,0,31.7547,-11.89125
ETB11385,Université 154-SOU,2018-2019,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Supérieur,33,2014,1979,1,0,0,0,0,35.81231,-9.84846
ETB11386,École 219-SOU,2015-2016,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,22,390,1997,0,0,0,1,0,32.19301,-4.08025
ETB11387,École 170-MAR,2018-2019,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Primaire,32,443,1991,1,0,0,1,1,28.14774,-10.80086
ETB11388,Université 497-FES,2023-2024,Fès-Meknès,FES,Ifrane,Urbain,Public,Supérieur,33,1955,1970,0,1,1,0,1,28.94658,-5.8707
ETB11389,École 82-FES,2015-2016,Fès-Meknès,FES,El Hajeb,Rural,Public,Primaire,4,508,1972,0,1,1,0,1,35.63697,-4.72699
ETB11390,École 248-CAS,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Public,Primaire,30,230,1985,1,0,1,1,1,32.30184,-3.92435
ETB11391,École 35-FES,2021-2022,Fès-Meknès,FES,Séfrou,Urbain,Privé,Primaire,13,405,1964,0,1,0,0,0,31.75265,-9.74281
ETB11392,École 172-DAK,2015-2016,Dakhla-Oued Eddahab,DAK,Dakhla,Rural,Privé,Primaire,5,410,2010,0,0,0,1,0,34.2056,-6.46853
ETB11393,École 237-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Privé,Primaire,8,221,2021,1,0,1,0,0,32.54535,-12.51035
ETB11394,Collège 434-LAA,2019-2020,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Urbain,Public,Collégial,34,312,2014,1,0,1,1,0,29.83793,-6.22489
ETB11395,OFPPT 449-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Formation Professionnelle,22,288,1972,1,0,0,1,0,30.68939,-11.98472
ETB11396,Collège 124-CAS,2017-2018,Casablanca-Settat,CAS,Settat,Rural,Privé,Collégial,31,244,2014,1,0,0,0,1,32.81224,-12.82207
ETB11397,École 320-CAS,2020-2021,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,25,367,1996,1,0,1,1,1,35.08059,-5.92137
ETB11398,École 483-FES,2019-2020,Fès-Meknès,FES,El Hajeb,Rural,Public,Primaire,19,320,2006,0,1,0,1,0,30.39258,-3.69596
ETB11399,École 191-MAR,2019-2020,Marrakech-Safi,MAR,Al Haouz,Rural,Public,Primaire,33,301,1986,1,1,1,0,0,35.56924,-1.81036
ETB11400,École 168-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Primaire,34,503,2010,1,0,1,1,1,28.32252,-11.37918
ETB11401,École 258-FES,2020-2021,Fès-Meknès,FES,Ifrane,Urbain,Public,Primaire,29,236,1980,0,0,1,0,0,29.69531,-12.63325
ETB11402,École 421-FES,2015-2016,Fès-Meknès,FES,Séfrou,Rural,Privé,Primaire,3,359,1972,0,1,1,1,0,34.5496,-6.91751
ETB11403,École 99-CAS,2020-2021,Casablanca-Settat,CAS,Settat,Urbain,Public,Primaire,5,354,1978,0,0,1,0,0,34.58765,-10.79181
ETB11404,Université 74-SOU,2021-2022,Souss-Massa,SOU,Tata,Rural,Public,Supérieur,14,2583,2017,1,0,0,1,1,34.3102,-11.4629
ETB11405,Lycée 380-FES,2015-2016,Fès-Meknès,FES,Fès,Urbain,Privé,Qualifiant,12,330,1971,1,0,0,1,0,30.6634,-9.2161
ETB11406,École 324-FES,2018-2019,Fès-Meknès,FES,Meknès,Urbain,Public,Primaire,17,138,1965,1,0,0,0,0,30.24416,-3.46491
ETB11407,Lycée 241-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Qualifiant,4,298,1975,1,0,1,1,0,32.01354,-7.91445
ETB11408,École 112-BMK,2015-2016,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Primaire,9,318,1994,0,1,0,1,0,35.67875,-1.72101
ETB11409,École 228-CAS,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,11,377,1978,1,1,1,1,1,33.39928,-8.41252
ETB11410,OFPPT 337-CAS,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Formation Professionnelle,28,235,1960,1,0,1,0,0,28.72396,-7.90521
ETB11411,École 447-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Primaire,3,400,1972,1,0,1,0,0,34.90879,-8.83905
ETB11412,Lycée 310-CAS,2017-2018,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Qualifiant,22,336,1960,0,0,0,1,0,34.90722,-4.10334
ETB11413,Lycée 29-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Qualifiant,32,365,2020,1,0,0,0,0,32.45829,-12.67412
ETB11414,Collège 477-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Collégial,6,438,1964,0,0,0,1,0,29.69177,-8.00582
ETB11415,École 436-CAS,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Privé,Primaire,7,289,1970,0,1,0,1,0,30.29115,-3.9207
ETB11416,Lycée 26-CAS,2022-2023,Casablanca-Settat,CAS,Settat,Urbain,Public,Qualifiant,26,288,1962,1,0,1,1,0,28.44117,-11.32405
ETB11417,École 482-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Public,Primaire,7,445,1995,1,0,0,0,0,30.13975,-10.84005
ETB11418,École 484-CAS,2016-2017,Casablanca-Settat,CAS,Khouribga,Urbain,Privé,Primaire,27,425,1992,0,1,1,1,0,30.78673,-6.90137
ETB11419,École 232-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Primaire,16,324,2005,0,1,0,0,1,27.7457,-12.68466
ETB11420,École 428-BMK,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Primaire,5,423,2000,0,0,1,0,1,29.49529,-6.49628
