id_eleve,annee_scolaire,region,code_region,province,milieu,secteur,cycle,genre,age,redoublant,score_moyen,a_abandonne,motif_abandon,beneficiaire_bourse,acces_cantine,acces_internat
EL108535,2021-2022,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Qualifiant,Féminin,15,0,13.74,0,,0,0,0
EL108536,2023-2024,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Préscolaire,Féminin,5,0,10.43,0,,1,0,0
EL108537,2015-2016,Drâa-Tafilalet,DRA,Zagora,Rural,Public,Préscolaire,Féminin,5,0,13.08,1,Manque d'infrastructures,0,0,0
EL108538,2021-2022,Casablanca-Settat,CAS,Khouribga,Rural,Public,Supérieur,Féminin,23,0,10.77,0,,1,0,0
EL108539,2023-2024,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Qualifiant,Féminin,17,0,11.09,0,,0,0,0
EL108540,2016-2017,Casablanca-Settat,CAS,Berrechid,Urbain,Privé,Formation Professionnelle,Féminin,23,1,9.41,0,,0,0,0
EL108541,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,Féminin,10,0,9.82,0,,0,0,0
EL108542,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Qualifiant,Féminin,15,0,9.94,0,,0,1,0
EL108543,2021-2022,Laâyoune-Sakia El Hamra,LAA,Boujdour,Rural,Public,Qualifiant,Masculin,17,0,9.78,0,,0,0,0
EL108544,2021-2022,Marrakech-Safi,MAR,Safi,Rural,Public,Supérieur,Féminin,23,0,8.66,0,,0,0,1
EL108545,2023-2024,Fès-Meknès,FES,Taza,Urbain,Public,Qualifiant,Féminin,15,0,13.83,0,,0,1,0
EL108546,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Masculin,10,0,11.06,0,,1,0,0
EL108547,2022-2023,Fès-Meknès,FES,Séfrou,Urbain,Public,Qualifiant,Féminin,15,0,16.02,0,,0,0,0
EL108548,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Collégial,Masculin,14,0,8.92,0,,0,0,0
EL108549,2017-2018,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Primaire,Masculin,8,0,13.68,0,,0,0,1
EL108550,2021-2022,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Primaire,Masculin,10,1,8.26,0,,1,0,0
EL108551,2018-2019,Souss-Massa,SOU,Tata,Rural,Public,Supérieur,Masculin,20,0,9.45,0,,0,0,0
EL108552,2020-2021,Oriental,ORI,Driouch,Urbain,Public,Primaire,Féminin,8,0,10.77,0,,0,0,0
EL108553,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Féminin,6,0,10.86,0,,1,1,1
EL108554,2015-2016,Oriental,ORI,Berkane,Urbain,Public,Collégial,Masculin,12,1,14.44,0,,0,0,0
EL108555,2019-2020,Casablanca-Settat,CAS,Khouribga,Rural,Privé,Formation Professionnelle,Masculin,17,0,11.61,1,Handicap,0,0,0
EL108556,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Collégial,Masculin,13,1,15.32,0,,1,0,0
EL108557,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Féminin,7,0,14.96,0,,0,1,0
EL108558,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Préscolaire,Féminin,5,0,11.22,0,,0,0,0
EL108559,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Primaire,Féminin,8,0,13.41,0,,1,1,0
EL108560,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,Masculin,12,0,8.09,0,,0,0,0
EL108561,2023-2024,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Qualifiant,Masculin,18,0,10.43,0,,0,1,0
EL108562,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Primaire,Féminin,11,0,10.99,0,,0,0,0
EL108563,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Préscolaire,Féminin,5,0,11.83,0,,0,0,0
EL108564,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Privé,Supérieur,Féminin,21,0,13.01,0,,0,0,0
EL108565,2016-2017,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Préscolaire,Masculin,7,0,9.08,0,,0,0,0
EL108566,2018-2019,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Préscolaire,Masculin,4,0,11.73,0,,0,1,0
EL108567,2021-2022,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Primaire,Masculin,7,1,14.89,0,,0,0,1
EL108568,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Préscolaire,Masculin,5,1,13.37,0,,0,1,0
EL108569,2020-2021,Oriental,ORI,Nador,Urbain,Public,Primaire,Féminin,10,0,12.47,0,,1,0,1
EL108570,2017-2018,Souss-Massa,SOU,Tiznit,Urbain,Public,Formation Professionnelle,Masculin,25,1,13.32,0,,1,1,0
EL108571,2023-2024,Drâa-Tafilalet,DRA,Midelt,Rural,Privé,Supérieur,Féminin,20,0,5.1,0,,0,0,0
EL108572,2019-2020,Oriental,ORI,Driouch,Urbain,Public,Qualifiant,Féminin,17,0,6.45,0,,1,1,0
EL108573,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Collégial,Féminin,14,0,15.84,0,,0,0,0
EL108574,2021-2022,Drâa-Tafilalet,DRA,Midelt,Urbain,Privé,Préscolaire,Féminin,5,0,14.29,1,Grossesse,1,0,0
EL108575,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Public,Supérieur,Masculin,22,0,11.71,0,,1,0,0
EL108576,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,Féminin,6,0,11.77,1,Mariage précoce,1,0,0
EL108577,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Préscolaire,Féminin,4,1,10.53,0,,1,0,0
EL108578,2023-2024,Souss-Massa,SOU,Tiznit,Urbain,Public,Primaire,Masculin,11,0,12.58,0,,0,1,0
EL108579,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,Masculin,14,0,11.38,0,,0,0,0
EL108580,2022-2023,Fès-Meknès,FES,Taza,Rural,Privé,Préscolaire,Masculin,7,0,10.79,0,,1,0,0
EL108581,2018-2019,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,Masculin,11,0,12.07,0,,1,1,0
EL108582,2023-2024,Fès-Meknès,FES,Taza,Urbain,Public,Primaire,Féminin,7,0,12.01,0,,1,0,0
EL108583,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,Masculin,10,0,9.84,0,,0,0,1
EL108584,2017-2018,Oriental,ORI,Oujda-Angad,Urbain,Public,Préscolaire,Masculin,4,0,14.37,0,,1,0,0
EL108585,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Collégial,Féminin,14,0,9.83,0,,0,0,0
EL108586,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,Féminin,10,0,9.53,0,,0,0,1
EL108587,2015-2016,Marrakech-Safi,MAR,Essaouira,Urbain,Privé,Collégial,Masculin,14,0,11.46,0,,0,0,0
EL108588,2016-2017,Fès-Meknès,FES,Séfrou,Urbain,Public,Primaire,Féminin,7,0,7.64,0,,1,0,0
EL108589,2023-2024,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,Féminin,8,0,11.09,0,,0,1,0
EL108590,2018-2019,Fès-Meknès,FES,Meknès,Urbain,Privé,Collégial,Masculin,12,0,11.55,0,,0,0,0
EL108591,2016-2017,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Collégial,Féminin,13,0,13.08,0,,0,0,0
EL108592,2020-2021,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Public,Préscolaire,Masculin,6,0,11.19,0,,1,0,0
EL108593,2018-2019,Marrakech-Safi,MAR,Al Haouz,Rural,Privé,Collégial,Féminin,12,1,7.52,1,Handicap,0,1,0
EL108594,2018-2019,Casablanca-Settat,CAS,Berrechid,Rural,Public,Qualifiant,Féminin,17,0,9.48,0,,0,0,0
EL108595,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Public,Primaire,Masculin,7,0,6.94,0,,0,0,0
EL108596,2019-2020,Souss-Massa,SOU,Tata,Rural,Public,Collégial,Féminin,14,0,13.3,1,Handicap,0,0,0
EL108597,2015-2016,Souss-Massa,SOU,Tiznit,Urbain,Privé,Primaire,Masculin,8,0,15.43,0,,0,1,0
EL108598,2023-2024,Marrakech-Safi,MAR,Marrakech,Rural,Public,Supérieur,Féminin,21,1,11.17,1,Autre,0,1,0
EL108599,2015-2016,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,Féminin,9,0,13.34,1,Difficultés scolaires,0,0,0
EL108600,2021-2022,Fès-Meknès,FES,Taounate,Rural,Public,Formation Professionnelle,Masculin,22,0,10.42,0,,0,0,0
EL108601,2015-2016,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Collégial,Féminin,12,0,12.19,0,,0,1,0
EL108602,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Collégial,Féminin,12,0,9.83,0,,0,0,0
EL108603,2023-2024,Guelmim-Oued Noun,GUE,Assa-Zag,Rural,Public,Primaire,Masculin,8,0,9.72,0,,0,0,0
EL108604,2016-2017,Souss-Massa,SOU,Taroudannt,Urbain,Public,Collégial,Féminin,14,0,13.45,0,,0,0,0
EL108605,2023-2024,Marrakech-Safi,MAR,Al Haouz,Urbain,Privé,Primaire,Masculin,7,0,10.31,0,,0,0,0
EL108606,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Primaire,Féminin,9,0,11.86,0,,1,1,0
EL108607,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Primaire,Masculin,9,0,9.86,0,,0,1,0
EL108608,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Collégial,Masculin,12,0,8.94,0,,0,0,1
EL108609,2021-2022,Casablanca-Settat,CAS,El Jadida,Rural,Public,Qualifiant,Féminin,16,0,13.56,0,,0,0,1
EL108610,2017-2018,Casablanca-Settat,CAS,Casablanca,Rural,Public,Formation Professionnelle,Féminin,25,0,11.56,0,,0,0,0
EL108611,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Primaire,Féminin,11,0,12.18,0,,0,0,0
EL108612,2019-2020,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Supérieur,Masculin,22,1,8.42,0,,0,0,0
EL108613,2015-2016,Casablanca-Settat,CAS,Settat,Urbain,Public,Supérieur,Féminin,18,0,11.0,0,,0,0,1
EL108614,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Supérieur,Masculin,18,0,10.18,0,,0,0,0
EL108615,2017-2018,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Privé,Qualifiant,Féminin,16,0,9.49,0,,0,0,0
EL108616,2019-2020,Fès-Meknès,FES,Taounate,Urbain,Public,Primaire,Masculin,7,0,12.88,0,,0,0,0
EL108617,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Supérieur,Féminin,21,1,12.19,0,,0,0,0
EL108618,2020-2021,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,Féminin,12,0,5.46,0,,1,0,0
EL108619,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Qualifiant,Féminin,16,0,10.99,0,,1,0,0
EL108620,2020-2021,Drâa-Tafilalet,DRA,Midelt,Urbain,Public,Primaire,Masculin,6,0,15.85,1,Travail enfant,0,0,0
EL108621,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Primaire,Féminin,8,0,12.09,1,Éloignement de l'établissement,0,1,0
EL108622,2018-2019,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,Féminin,9,0,15.84,0,,0,0,0
EL108623,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Collégial,Féminin,14,0,12.41,0,,1,0,0
EL108624,2021-2022,Marrakech-Safi,MAR,Safi,Rural,Privé,Primaire,Masculin,11,1,13.31,0,,1,0,1
EL108625,2020-2021,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Supérieur,Féminin,21,0,10.47,0,,0,0,0
EL108626,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Préscolaire,Féminin,5,0,9.25,0,,0,1,0
EL108627,2016-2017,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Préscolaire,Féminin,5,0,9.08,0,,1,0,0
EL108628,2016-2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Public,Primaire,Masculin,8,0,13.48,0,,1,1,0
EL108629,2016-2017,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Primaire,Masculin,9,1,10.91,0,,0,1,0
EL108630,2020-2021,Fès-Meknès,FES,Séfrou,Rural,Public,Primaire,Féminin,6,1,9.38,0,,0,0,0
EL108631,2015-2016,Fès-Meknès,FES,Meknès,Urbain,Public,Qualifiant,Masculin,17,1,16.23,0,,0,0,0
EL108632,2015-2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Formation Professionnelle,Féminin,24,1,16.38,0,,1,0,0
EL108633,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Privé,Primaire,Masculin,10,0,12.43,0,,1,0,0
EL108634,2017-2018,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,Féminin,8,0,7.16,0,,0,1,0
EL108635,2016-2017,Fès-Meknès,FES,Séfrou,Urbain,Privé,Qualifiant,Féminin,18,0,12.42,0,,1,0,0
EL108636,2023-2024,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Primaire,Masculin,10,0,8.89,0,,1,1,0
EL108637,2018-2019,Marrakech-Safi,MAR,Safi,Rural,Public,Qualifiant,Féminin,16,0,7.62,0,,1,0,1
EL108638,2015-2016,Fès-Meknès,FES,Séfrou,Urbain,Public,Collégial,Masculin,14,0,15.0,0,,0,0,0
EL108639,2018-2019,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Supérieur,Masculin,22,1,7.02,0,,0,0,0
EL108640,2015-2016,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Préscolaire,Féminin,5,0,8.94,0,,1,1,0
EL108641,2017-2018,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Public,Formation Professionnelle,Masculin,23,0,9.7,0,,0,0,0
EL108642,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Public,Formation Professionnelle,Masculin,17,0,7.26,0,,0,0,0
EL108643,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Préscolaire,Féminin,4,0,9.18,0,,0,0,1
EL108644,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Collégial,Masculin,15,0,8.66,0,,0,0,0
EL108645,2018-2019,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,Féminin,10,0,7.43,0,,0,1,0
EL108646,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Primaire,Féminin,7,0,11.17,0,,0,0,0
EL108647,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Formation Professionnelle,Féminin,17,1,10.08,0,,0,1,0
EL108648,2021-2022,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Primaire,Féminin,9,0,7.94,0,,0,0,0
EL108649,2019-2020,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,Féminin,9,0,8.11,0,,0,1,0
EL108650,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Préscolaire,Masculin,4,0,7.35,1,Éloignement de l'établissement,0,1,0
EL108651,2022-2023,Drâa-Tafilalet,DRA,Zagora,Rural,Public,Collégial,Féminin,15,0,7.32,0,,0,0,0
EL108652,2018-2019,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Public,Supérieur,Féminin,22,1,9.83,0,,0,1,0
EL108653,2022-2023,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Collégial,Féminin,14,0,12.17,1,Difficultés économiques,0,1,0
EL108654,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Privé,Collégial,Féminin,13,0,10.63,0,,0,1,0
EL108655,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Préscolaire,Féminin,5,0,14.8,0,,0,0,0
EL108656,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Qualifiant,Masculin,16,1,15.0,0,,0,0,0
EL108657,2021-2022,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,Masculin,8,0,6.72,0,,1,0,0
EL108658,2018-2019,Fès-Meknès,FES,Séfrou,Urbain,Public,Primaire,Masculin,11,0,11.75,0,,1,0,0
EL108659,2022-2023,Marrakech-Safi,MAR,Chichaoua,Rural,Public,Collégial,Féminin,12,0,5.95,0,,0,1,0
EL108660,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Privé,Formation Professionnelle,Féminin,19,0,11.65,0,,0,0,0
EL108661,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Privé,Qualifiant,Féminin,17,0,14.54,0,,1,0,0
EL108662,2023-2024,Guelmim-Oued Noun,GUE,Guelmim,Rural,Privé,Qualifiant,Masculin,17,1,12.79,0,,0,0,0
EL108663,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Primaire,Masculin,9,0,8.43,0,,0,0,1
EL108664,2016-2017,Casablanca-Settat,CAS,Settat,Rural,Public,Préscolaire,Masculin,5,0,13.69,0,,0,0,0
EL108665,2021-2022,Souss-Massa,SOU,Tiznit,Rural,Public,Collégial,Féminin,14,0,8.61,0,,0,0,0
EL108666,2021-2022,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Collégial,Féminin,14,0,12.05,0,,0,0,0
EL108667,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Qualifiant,Masculin,18,0,8.95,0,,1,1,0
EL108668,2016-2017,Fès-Meknès,FES,Moulay Yacoub,Rural,Public,Collégial,Féminin,12,0,11.49,0,,1,0,0
EL108669,2017-2018,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Primaire,Féminin,6,0,10.69,0,,1,1,0
EL108670,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Primaire,Féminin,11,0,6.71,0,,0,0,0
EL108671,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Préscolaire,Masculin,5,0,10.39,0,,1,0,0
EL108672,2023-2024,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Public,Qualifiant,Masculin,16,1,13.36,0,,0,0,0
EL108673,2023-2024,Casablanca-Settat,CAS,Casablanca,Rural,Public,Formation Professionnelle,Masculin,17,0,13.48,0,,1,1,0
EL108674,2023-2024,Casablanca-Settat,CAS,Khouribga,Rural,Public,Collégial,Masculin,14,0,9.61,0,,0,0,0
EL108675,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Privé,Collégial,Masculin,14,0,14.75,0,,0,1,0
EL108676,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Qualifiant,Féminin,16,0,9.22,0,,0,0,0
EL108677,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Primaire,Féminin,7,0,16.45,1,Difficultés économiques,1,1,0
EL108678,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Privé,Primaire,Masculin,9,1,10.71,0,,1,0,0
EL108679,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Féminin,7,0,11.66,0,,0,0,0
EL108680,2017-2018,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Formation Professionnelle,Féminin,24,0,7.63,0,,0,1,0
EL108681,2017-2018,Souss-Massa,SOU,Tata,Rural,Public,Préscolaire,Masculin,5,0,10.09,0,,0,1,0
EL108682,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Collégial,Masculin,12,0,13.16,0,,1,0,0
EL108683,2018-2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Public,Primaire,Masculin,8,0,18.58,0,,0,0,0
EL108684,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Privé,Collégial,Masculin,15,0,10.01,0,,0,0,0
EL108685,2017-2018,Casablanca-Settat,CAS,Mohammadia,Urbain,Privé,Primaire,Féminin,11,0,6.62,0,,1,0,0
EL108686,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Privé,Formation Professionnelle,Masculin,20,0,15.46,0,,0,1,0
EL108687,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Primaire,Masculin,9,1,11.64,0,,0,0,0
EL108688,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Formation Professionnelle,Masculin,17,0,14.75,0,,0,0,0
EL108689,2015-2016,Oriental,ORI,Jerada,Urbain,Public,Collégial,Masculin,14,0,8.35,0,,0,0,0
EL108690,2017-2018,Fès-Meknès,FES,Taza,Urbain,Public,Primaire,Féminin,7,1,17.13,0,,0,1,0
EL108691,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Qualifiant,Féminin,16,0,9.03,1,Difficultés économiques,0,1,0
EL108692,2018-2019,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Collégial,Féminin,12,0,10.15,0,,0,0,0
EL108693,2020-2021,Casablanca-Settat,CAS,Settat,Rural,Public,Primaire,Féminin,12,0,10.99,0,,1,0,1
EL108694,2022-2023,Oriental,ORI,Nador,Rural,Public,Qualifiant,Masculin,16,1,7.53,1,Difficultés économiques,1,1,0
EL108695,2022-2023,Fès-Meknès,FES,El Hajeb,Rural,Public,Collégial,Masculin,13,0,9.72,1,Difficultés scolaires,1,0,0
EL108696,2020-2021,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Collégial,Féminin,15,0,6.72,0,,0,1,0
EL108697,2015-2016,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Qualifiant,Féminin,16,1,13.24,0,,0,0,0
EL108698,2021-2022,Casablanca-Settat,CAS,Settat,Urbain,Privé,Collégial,Féminin,12,0,11.43,0,,0,0,0
EL108699,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,Féminin,10,0,3.25,0,,0,1,0
EL108700,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,Féminin,7,0,10.43,0,,0,0,0
EL108701,2021-2022,Fès-Meknès,FES,Moulay Yacoub,Rural,Public,Primaire,Féminin,10,0,11.51,0,,1,0,0
EL108702,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Privé,Collégial,Féminin,12,0,13.58,0,,0,0,0
EL108703,2021-2022,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Primaire,Féminin,6,1,16.3,0,,0,1,0
EL108704,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Urbain,Public,Primaire,Masculin,9,1,12.01,0,,0,0,0
EL108705,2019-2020,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Qualifiant,Masculin,16,0,10.0,0,,0,1,0
EL108706,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,Féminin,8,0,11.12,0,,0,1,1
EL108707,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,Masculin,6,0,16.07,0,,0,0,0
EL108708,2021-2022,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Supérieur,Masculin,24,0,8.38,0,,0,1,0
EL108709,2023-2024,Marrakech-Safi,MAR,Marrakech,Urbain,Privé,Qualifiant,Féminin,17,0,11.49,0,,0,1,0
EL108710,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Qualifiant,Féminin,16,0,13.55,0,,0,1,0
EL108711,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Privé,Primaire,Féminin,6,0,12.48,0,,1,1,0
EL108712,2022-2023,Oriental,ORI,Jerada,Urbain,Public,Collégial,Masculin,14,1,8.45,0,,0,1,1
EL108713,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Formation Professionnelle,Masculin,25,0,11.68,0,,0,0,0
EL108714,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Privé,Primaire,Féminin,11,0,16.87,0,,0,0,0
EL108715,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Public,Préscolaire,Masculin,4,0,11.26,1,Difficultés économiques,0,0,0
EL108716,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,Masculin,7,0,10.29,0,,0,1,0
EL108717,2022-2023,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Supérieur,Féminin,20,0,10.99,0,,0,1,0
EL108718,2022-2023,Fès-Meknès,FES,Ifrane,Rural,Public,Primaire,Féminin,11,0,10.15,0,,0,0,0
EL108719,2017-2018,Casablanca-Settat,CAS,Mohammadia,Rural,Privé,Collégial,Masculin,14,1,18.05,0,,0,0,0
EL108720,2015-2016,Oriental,ORI,Jerada,Urbain,Public,Collégial,Masculin,12,0,13.96,0,,0,1,0
EL108721,2022-2023,Fès-Meknès,FES,Meknès,Rural,Public,Formation Professionnelle,Masculin,17,0,4.33,0,,1,0,0
EL108722,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Primaire,Masculin,10,0,15.2,0,,1,0,1
EL108723,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Collégial,Féminin,15,0,10.18,0,,1,1,0
EL108724,2019-2020,Fès-Meknès,FES,Ifrane,Rural,Public,Formation Professionnelle,Masculin,17,0,10.87,1,Difficultés scolaires,0,1,0
EL108725,2022-2023,Drâa-Tafilalet,DRA,Tinghir,Rural,Public,Primaire,Masculin,7,0,13.4,0,,0,0,1
EL108726,2019-2020,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Public,Collégial,Féminin,15,0,15.6,0,,1,0,0
EL108727,2020-2021,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Préscolaire,Masculin,4,1,12.66,0,,0,1,0
EL108728,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Public,Primaire,Féminin,9,0,11.61,0,,0,0,1
EL108729,2019-2020,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Préscolaire,Féminin,5,0,10.45,0,,0,1,0
EL108730,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,Masculin,10,1,11.53,0,,0,1,0
EL108731,2023-2024,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,Masculin,11,0,16.66,0,,1,0,0
EL108732,2018-2019,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Qualifiant,Masculin,16,1,7.43,0,,0,0,0
