annee,region,code_region,poste_budgetaire,budget_alloue_mad,budget_execute_mad,taux_execution
2021,Laâyoune-Sakia El Hamra,LAA,Formation continue,43492,40056,0.921
2021,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,76800,74189,0.966
2021,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,71106,51481,0.724
2021,Laâyoune-Sakia El Hamra,LAA,Autres,29419,24594,0.836
2021,Guelmim-Oued Noun,GUE,Salaires enseignants,2368844,2181705,0.921
2021,Guelmim-Oued Noun,GUE,Infrastructures,562272,425640,0.757
2021,Guelmim-Oued Noun,GUE,Équipements pédagogiques,194367,159381,0.82
2021,Guelmim-Oued Noun,GUE,Appui social (cartables),133357,112953,0.847
2021,Guelmim-Oued Noun,GUE,Restauration scolaire,144389,139912,0.969
2021,Guelmim-Oued Noun,GUE,Formation continue,53593,48770,0.91
2021,Guelmim-Oued Noun,GUE,Transport scolaire,75829,59374,0.783
2021,Guelmim-Oued Noun,GUE,Numérique & TIC,88702,74155,0.836
2021,Guelmim-Oued Noun,GUE,Autres,35879,26443,0.737
2021,Dakhla-Oued Eddahab,DAK,Salaires enseignants,821101,611720,0.745
2021,Dakhla-Oued Eddahab,DAK,Infrastructures,181240,149161,0.823
2021,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,63995,54139,0.846
2021,Dakhla-Oued Eddahab,DAK,Appui social (cartables),43317,36949,0.853
2021,Dakhla-Oued Eddahab,DAK,Restauration scolaire,45096,38377,0.851
2021,Dakhla-Oued Eddahab,DAK,Formation continue,17359,17150,0.988
2021,Dakhla-Oued Eddahab,DAK,Transport scolaire,29571,25993,0.879
2021,Dakhla-Oued Eddahab,DAK,Numérique & TIC,29337,24966,0.851
2021,Dakhla-Oued Eddahab,DAK,Autres,11708,8512,0.727
2022,Casablanca-Settat,CAS,Salaires enseignants,48172580,45667606,0.948
2022,Casablanca-Settat,CAS,Infrastructures,7363624,5537445,0.752
2022,Casablanca-Settat,CAS,Équipements pédagogiques,2635642,2553937,0.969
2022,Casablanca-Settat,CAS,Appui social (cartables),2790442,2756957,0.988
2022,Casablanca-Settat,CAS,Restauration scolaire,1898848,1830490,0.964
2022,Casablanca-Settat,CAS,Formation continue,764524,620793,0.812
2022,Casablanca-Settat,CAS,Transport scolaire,1501677,1111241,0.74
2022,Casablanca-Settat,CAS,Numérique & TIC,1442052,1232954,0.855
2022,Casablanca-Settat,CAS,Autres,613703,536377,0.874
2022,Rabat-Salé-Kénitra,RAB,Salaires enseignants,30175819,23627666,0.783
2022,Rabat-Salé-Kénitra,RAB,Infrastructures,5590043,5332901,0.954
2022,Rabat-Salé-Kénitra,RAB,Équipements pédagogiques,2065645,1726879,0.836
2022,Rabat-Salé-Kénitra,RAB,Appui social (cartables),1587540,1400210,0.882
2022,Rabat-Salé-Kénitra,RAB,Restauration scolaire,1416100,1346711,0.951
2022,Rabat-Salé-Kénitra,RAB,Formation continue,604731,521883,0.863
2022,Rabat-Salé-Kénitra,RAB,Transport scolaire,949099,810531,0.854
2022,Rabat-Salé-Kénitra,RAB,Numérique & TIC,893219,790499,0.885
2022,Rabat-Salé-Kénitra,RAB,Autres,435148,406864,0.935
2022,Marrakech-Safi,MAR,Salaires enseignants,28358255,27422432,0.967
2022,Marrakech-Safi,MAR,Infrastructures,6214342,4828544,0.777
2022,Marrakech-Safi,MAR,Équipements pédagogiques,1662775,1479870,0.89
2022,Marrakech-Safi,MAR,Appui social (cartables),1696785,1667940,0.983
2022,Marrakech-Safi,MAR,Restauration scolaire,1207856,1002520,0.83
2022,Marrakech-Safi,MAR,Formation continue,650662,596007,0.916
2022,Marrakech-Safi,MAR,Transport scolaire,709741,665737,0.938
2022,Marrakech-Safi,MAR,Numérique & TIC,856780,638301,0.745
2022,Marrakech-Safi,MAR,Autres,395368,389438,0.985
2022,Fès-Meknès,FES,Salaires enseignants,27098156,25418071,0.938
2022,Fès-Meknès,FES,Infrastructures,5669740,5114105,0.902
2022,Fès-Meknès,FES,Équipements pédagogiques,1883677,1753704,0.931
2022,Fès-Meknès,FES,Appui social (cartables),1310071,1105700,0.844
2022,Fès-Meknès,FES,Restauration scolaire,1402153,1041799,0.743
2022,Fès-Meknès,FES,Formation continue,477025,464145,0.973
2022,Fès-Meknès,FES,Transport scolaire,840210,665446,0.792
2022,Fès-Meknès,FES,Numérique & TIC,801025,619192,0.773
2022,Fès-Meknès,FES,Autres,389464,307287,0.789
2022,Souss-Massa,SOU,Salaires enseignants,15576818,14299519,0.918
2022,Souss-Massa,SOU,Infrastructures,3385936,2844186,0.84
2022,Souss-Massa,SOU,Équipements pédagogiques,1193808,1091140,0.914
2022,Souss-Massa,SOU,Appui social (cartables),1115061,1011360,0.907
2022,Souss-Massa,SOU,Restauration scolaire,850918,631381,0.742
2022,Souss-Massa,SOU,Formation continue,365011,267918,0.734
2022,Souss-Massa,SOU,Transport scolaire,506080,426119,0.842
2022,Souss-Massa,SOU,Numérique & TIC,541360,511044,0.944
2022,Souss-Massa,SOU,Autres,289622,268479,0.927
2022,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,18391788,16828486,0.915
2022,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,4692666,4054464,0.864
2022,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1642328,1476453,0.899
2022,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1239586,948283,0.765
2022,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,928312,739865,0.797
2022,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,474454,414673,0.874
2022,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,716892,686066,0.957
2022,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,633963,563593,0.889
2022,Tanger-Tétouan-Al Hoceïma,TAN,Autres,356557,311988,0.875
2022,Oriental,ORI,Salaires enseignants,12468145,9263831,0.743
2022,Oriental,ORI,Infrastructures,2756136,2654159,0.963
2022,Oriental,ORI,Équipements pédagogiques,1038733,808135,0.778
2022,Oriental,ORI,Appui social (cartables),901551,792463,0.879
2022,Oriental,ORI,Restauration scolaire,674161,632363,0.938
2022,Oriental,ORI,Formation continue,255505,212836,0.833
2022,Oriental,ORI,Transport scolaire,425874,363270,0.853
2022,Oriental,ORI,Numérique & TIC,544294,532319,0.978
2022,Oriental,ORI,Autres,203906,173932,0.853
2022,Béni Mellal-Khénifra,BMK,Salaires enseignants,14848963,12829504,0.864
2022,Béni Mellal-Khénifra,BMK,Infrastructures,3522005,2997226,0.851
2022,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,1143382,1087356,0.951
2022,Béni Mellal-Khénifra,BMK,Appui social (cartables),843808,617668,0.732
2022,Béni Mellal-Khénifra,BMK,Restauration scolaire,661853,485800,0.734
2022,Béni Mellal-Khénifra,BMK,Formation continue,362543,275170,0.759
2022,Béni Mellal-Khénifra,BMK,Transport scolaire,437983,328487,0.75
2022,Béni Mellal-Khénifra,BMK,Numérique & TIC,451598,358117,0.793
2022,Béni Mellal-Khénifra,BMK,Autres,221585,185688,0.838
2022,Drâa-Tafilalet,DRA,Salaires enseignants,8556759,6819737,0.797
2022,Drâa-Tafilalet,DRA,Infrastructures,1931900,1742573,0.902
2022,Drâa-Tafilalet,DRA,Équipements pédagogiques,744436,572471,0.769
2022,Drâa-Tafilalet,DRA,Appui social (cartables),493712,435948,0.883
2022,Drâa-Tafilalet,DRA,Restauration scolaire,531635,508243,0.956
2022,Drâa-Tafilalet,DRA,Formation continue,224480,199338,0.888
2022,Drâa-Tafilalet,DRA,Transport scolaire,262478,248304,0.946
2022,Drâa-Tafilalet,DRA,Numérique & TIC,319416,230299,0.721
2022,Drâa-Tafilalet,DRA,Autres,169365,122789,0.725
2022,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,1895625,1603698,0.846
2022,Laâyoune-Sakia El Hamra,LAA,Infrastructures,459067,333742,0.727
2022,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,123472,108408,0.878
2022,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),138115,102067,0.739
2022,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,92762,90628,0.977
2022,Laâyoune-Sakia El Hamra,LAA,Formation continue,50538,45029,0.891
2022,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,65149,60653,0.931
2022,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,65865,64087,0.973
2022,Laâyoune-Sakia El Hamra,LAA,Autres,38204,31098,0.814
2022,Guelmim-Oued Noun,GUE,Salaires enseignants,2659308,2411992,0.907
2022,Guelmim-Oued Noun,GUE,Infrastructures,492575,379776,0.771
2022,Guelmim-Oued Noun,GUE,Équipements pédagogiques,160536,157004,0.978
2022,Guelmim-Oued Noun,GUE,Appui social (cartables),160270,154821,0.966
2022,Guelmim-Oued Noun,GUE,Restauration scolaire,123580,115176,0.932
2022,Guelmim-Oued Noun,GUE,Formation continue,51497,38005,0.738
2022,Guelmim-Oued Noun,GUE,Transport scolaire,79769,61900,0.776
2022,Guelmim-Oued Noun,GUE,Numérique & TIC,83185,61640,0.741
2022,Guelmim-Oued Noun,GUE,Autres,42630,31972,0.75
2022,Dakhla-Oued Eddahab,DAK,Salaires enseignants,937757,801782,0.855
2022,Dakhla-Oued Eddahab,DAK,Infrastructures,183955,138150,0.751
2022,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,57802,45837,0.793
2022,Dakhla-Oued Eddahab,DAK,Appui social (cartables),42795,31882,0.745
2022,Dakhla-Oued Eddahab,DAK,Restauration scolaire,43244,32866,0.76
2022,Dakhla-Oued Eddahab,DAK,Formation continue,19297,18082,0.937
2022,Dakhla-Oued Eddahab,DAK,Transport scolaire,28785,28382,0.986
2022,Dakhla-Oued Eddahab,DAK,Numérique & TIC,28239,20982,0.743
2022,Dakhla-Oued Eddahab,DAK,Autres,14035,11270,0.803
2023,Casablanca-Settat,CAS,Salaires enseignants,35603426,34784547,0.977
2023,Casablanca-Settat,CAS,Infrastructures,9980438,9770849,0.979
2023,Casablanca-Settat,CAS,Équipements pédagogiques,2671486,2113145,0.791
2023,Casablanca-Settat,CAS,Appui social (cartables),2799855,2631864,0.94
2023,Casablanca-Settat,CAS,Restauration scolaire,2234915,1948846,0.872
2023,Casablanca-Settat,CAS,Formation continue,829512,693472,0.836
2023,Casablanca-Settat,CAS,Transport scolaire,1258684,918839,0.73
2023,Casablanca-Settat,CAS,Numérique & TIC,1451966,1360493,0.937
2023,Casablanca-Settat,CAS,Autres,624156,458755,0.735
2023,Rabat-Salé-Kénitra,RAB,Salaires enseignants,31317119,28749115,0.918
2023,Rabat-Salé-Kénitra,RAB,Infrastructures,4692001,4171189,0.889
2023,Rabat-Salé-Kénitra,RAB,Équipements pédagogiques,1777555,1356275,0.763
2023,Rabat-Salé-Kénitra,RAB,Appui social (cartables),1656127,1349744,0.815
2023,Rabat-Salé-Kénitra,RAB,Restauration scolaire,1460353,1261745,0.864
2023,Rabat-Salé-Kénitra,RAB,Formation continue,494581,446606,0.903
2023,Rabat-Salé-Kénitra,RAB,Transport scolaire,701136,628218,0.896
2023,Rabat-Salé-Kénitra,RAB,Numérique & TIC,796669,619012,0.777
2023,Rabat-Salé-Kénitra,RAB,Autres,399572,288091,0.721
2023,Marrakech-Safi,MAR,Salaires enseignants,28194341,21061173,0.747
2023,Marrakech-Safi,MAR,Infrastructures,5189783,4473593,0.862
2023,Marrakech-Safi,MAR,Équipements pédagogiques,1576348,1248468,0.792
2023,Marrakech-Safi,MAR,Appui social (cartables),1671718,1534637,0.918
2023,Marrakech-Safi,MAR,Restauration scolaire,1246302,979593,0.786
2023,Marrakech-Safi,MAR,Formation continue,534474,513095,0.96
2023,Marrakech-Safi,MAR,Transport scolaire,854439,815990,0.955
2023,Marrakech-Safi,MAR,Numérique & TIC,861531,653902,0.759
2023,Marrakech-Safi,MAR,Autres,443351,353794,0.798
2023,Fès-Meknès,FES,Salaires enseignants,24216454,19203648,0.793
2023,Fès-Meknès,FES,Infrastructures,4537796,3507716,0.773
2023,Fès-Meknès,FES,Équipements pédagogiques,1992537,1693657,0.85
2023,Fès-Meknès,FES,Appui social (cartables),1514390,1266030,0.836
2023,Fès-Meknès,FES,Restauration scolaire,1311594,1260442,0.961
2023,Fès-Meknès,FES,Formation continue,522107,383226,0.734
2023,Fès-Meknès,FES,Transport scolaire,660737,541804,0.82
2023,Fès-Meknès,FES,Numérique & TIC,729684,616583,0.845
2023,Fès-Meknès,FES,Autres,447015,379516,0.849
2023,Souss-Massa,SOU,Salaires enseignants,18929380,14745987,0.779
2023,Souss-Massa,SOU,Infrastructures,3111649,2928062,0.941
2023,Souss-Massa,SOU,Équipements pédagogiques,1063771,827613,0.778
2023,Souss-Massa,SOU,Appui social (cartables),1006147,791838,0.787
2023,Souss-Massa,SOU,Restauration scolaire,816966,669095,0.819
2023,Souss-Massa,SOU,Formation continue,339671,285324,0.84
2023,Souss-Massa,SOU,Transport scolaire,426809,362360,0.849
2023,Souss-Massa,SOU,Numérique & TIC,662812,528924,0.798
2023,Souss-Massa,SOU,Autres,259004,227923,0.88
2023,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,18266081,15507903,0.849
2023,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,4252402,3703842,0.871
2023,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1208273,1176858,0.974
2023,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1097377,972276,0.886
2023,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,1005166,854391,0.85
2023,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,383153,297710,0.777
2023,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,765496,670574,0.876
2023,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,849885,656961,0.773
2023,Tanger-Tétouan-Al Hoceïma,TAN,Autres,324305,288631,0.89
2023,Oriental,ORI,Salaires enseignants,11721513,11123716,0.949
2023,Oriental,ORI,Infrastructures,2600035,2535034,0.975
2023,Oriental,ORI,Équipements pédagogiques,1077067,840112,0.78
2023,Oriental,ORI,Appui social (cartables),784153,650847,0.83
2023,Oriental,ORI,Restauration scolaire,652542,595118,0.912
2023,Oriental,ORI,Formation continue,305828,248332,0.812
2023,Oriental,ORI,Transport scolaire,359487,293701,0.817
2023,Oriental,ORI,Numérique & TIC,413791,330205,0.798
2023,Oriental,ORI,Autres,190865,164716,0.863
2023,Béni Mellal-Khénifra,BMK,Salaires enseignants,16709216,13567883,0.812
2023,Béni Mellal-Khénifra,BMK,Infrastructures,2798375,2633271,0.941
2023,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,995981,804752,0.808
2023,Béni Mellal-Khénifra,BMK,Appui social (cartables),999716,856757,0.857
2023,Béni Mellal-Khénifra,BMK,Restauration scolaire,760386,555842,0.731
2023,Béni Mellal-Khénifra,BMK,Formation continue,259315,218602,0.843
2023,Béni Mellal-Khénifra,BMK,Transport scolaire,473987,397201,0.838
2023,Béni Mellal-Khénifra,BMK,Numérique & TIC,472915,347119,0.734
2023,Béni Mellal-Khénifra,BMK,Autres,224617,209568,0.933
2023,Drâa-Tafilalet,DRA,Salaires enseignants,9299482,8574122,0.922
2023,Drâa-Tafilalet,DRA,Infrastructures,2318548,1952217,0.842
2023,Drâa-Tafilalet,DRA,Équipements pédagogiques,700340,577080,0.824
2023,Drâa-Tafilalet,DRA,Appui social (cartables),621992,466494,0.75
2023,Drâa-Tafilalet,DRA,Restauration scolaire,403366,346895,0.86
2023,Drâa-Tafilalet,DRA,Formation continue,178380,170709,0.957
2023,Drâa-Tafilalet,DRA,Transport scolaire,321365,254842,0.793
2023,Drâa-Tafilalet,DRA,Numérique & TIC,282238,242725,0.86
2023,Drâa-Tafilalet,DRA,Autres,135385,132812,0.981
2023,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,2427054,2361524,0.973
2023,Laâyoune-Sakia El Hamra,LAA,Infrastructures,404494,309842,0.766
2023,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,123290,111085,0.901
2023,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),132539,99537,0.751
2023,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,97106,76908,0.792
2023,Laâyoune-Sakia El Hamra,LAA,Formation continue,50840,37876,0.745
2023,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,73590,69837,0.949
2023,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,79909,57614,0.721
2023,Laâyoune-Sakia El Hamra,LAA,Autres,29042,25412,0.875
2023,Guelmim-Oued Noun,GUE,Salaires enseignants,2949162,2713229,0.92
2023,Guelmim-Oued Noun,GUE,Infrastructures,530857,451228,0.85
2023,Guelmim-Oued Noun,GUE,Équipements pédagogiques,159758,146179,0.915
2023,Guelmim-Oued Noun,GUE,Appui social (cartables),176046,143125,0.813
2023,Guelmim-Oued Noun,GUE,Restauration scolaire,131365,129526,0.986
2023,Guelmim-Oued Noun,GUE,Formation continue,58184,48002,0.825
2023,Guelmim-Oued Noun,GUE,Transport scolaire,82559,79092,0.958
2023,Guelmim-Oued Noun,GUE,Numérique & TIC,92985,82570,0.888
2023,Guelmim-Oued Noun,GUE,Autres,38688,32575,0.842
2023,Dakhla-Oued Eddahab,DAK,Salaires enseignants,951957,821539,0.863
2023,Dakhla-Oued Eddahab,DAK,Infrastructures,181128,139649,0.771
2023,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,55095,49365,0.896
2023,Dakhla-Oued Eddahab,DAK,Appui social (cartables),48852,43136,0.883
2023,Dakhla-Oued Eddahab,DAK,Restauration scolaire,33820,29761,0.88
2023,Dakhla-Oued Eddahab,DAK,Formation continue,19597,16912,0.863
2023,Dakhla-Oued Eddahab,DAK,Transport scolaire,22850,18485,0.809
2023,Dakhla-Oued Eddahab,DAK,Numérique & TIC,29014,22166,0.764
2023,Dakhla-Oued Eddahab,DAK,Autres,11510,10797,0.938
