id_enseignant,annee_scolaire,region,code_region,province,milieu,genre,cycle_enseigne,categorie,matiere,anciennete_annees,salaire_mensuel_mad,heures_semaine,formation_continue,jours_absence
ENS203212,2020-2021,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Qualifiant,Instituteur,Histoire-Géo,23,4705,30,0,16
ENS203213,2018-2019,Oriental,ORI,Nador,Rural,Masculin,Qualifiant,Contractuel,Éducation physique,11,4462,31,0,22
ENS203214,2018-2019,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,Primaire,Professeur certifié,Mathématiques,7,6882,20,0,0
ENS203215,2016-2017,Drâa-Tafilalet,DRA,Errachidia,Urbain,Masculin,Qualifiant,Vacataire,Éducation physique,17,2028,29,0,15
ENS203216,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Collégial,Professeur certifié,Éducation physique,15,6805,26,0,6
ENS203217,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Masculin,Primaire,Professeur certifié,Français,15,6246,19,0,21
ENS203218,2019-2020,Oriental,ORI,Berkane,Rural,Masculin,Collégial,Contractuel,Sciences,27,4229,19,0,0
ENS203219,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Collégial,Professeur certifié,Arabe,15,6403,25,0,8
ENS203220,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,Collégial,Maître d'enseignement,SVT,28,5581,19,1,15
ENS203221,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,Collégial,Professeur certifié,Anglais,20,6704,22,1,24
ENS203222,2018-2019,Fès-Meknès,FES,Taza,Rural,Masculin,Collégial,Instituteur,Physique-Chimie,24,4903,31,0,4
ENS203223,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,Collégial,Maître d'enseignement,Éducation physique,19,4885,24,1,2
ENS203224,2017-2018,Souss-Massa,SOU,Tata,Rural,Masculin,Primaire,Contractuel,Anglais,8,4065,24,0,24
ENS203225,2016-2017,Casablanca-Settat,CAS,Settat,Rural,Féminin,Primaire,Contractuel,Éducation islamique,30,4662,30,1,21
ENS203226,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,Primaire,Contractuel,Physique-Chimie,28,3983,22,1,5
ENS203227,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,Collégial,Professeur certifié,Éducation physique,12,6492,19,0,0
ENS203228,2022-2023,Fès-Meknès,FES,Boulemane,Rural,Masculin,Primaire,Professeur certifié,Sciences,23,7214,30,1,0
ENS203229,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,Primaire,Professeur certifié,Mathématiques,11,7068,18,0,0
ENS203230,2022-2023,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Qualifiant,Instituteur,Histoire-Géo,3,5752,31,0,4
ENS203231,2023-2024,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Qualifiant,Professeur certifié,Philosophie,23,6381,23,0,21
ENS203232,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,Primaire,Contractuel,Éducation islamique,9,5403,26,0,23
ENS203233,2023-2024,Drâa-Tafilalet,DRA,Tinghir,Urbain,Masculin,Primaire,Professeur agrégé,Histoire-Géo,27,8293,26,1,19
ENS203234,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Masculin,Collégial,Contractuel,Anglais,20,3832,30,0,1
ENS203235,2016-2017,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Féminin,Collégial,Professeur agrégé,Histoire-Géo,26,8621,19,0,16
ENS203236,2016-2017,Oriental,ORI,Figuig,Rural,Masculin,Primaire,Maître d'enseignement,Français,4,5733,20,1,0
ENS203237,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,Préscolaire,Instituteur,Mathématiques,11,3895,19,1,14
ENS203238,2022-2023,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,Collégial,Maître d'enseignement,Physique-Chimie,14,6197,26,0,0
ENS203239,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Qualifiant,Instituteur,Mathématiques,27,4914,27,1,0
ENS203240,2016-2017,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,Primaire,Professeur certifié,Éducation islamique,26,6030,26,0,3
ENS203241,2016-2017,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,Primaire,Instituteur,Arabe,20,4512,23,0,0
ENS203242,2019-2020,Drâa-Tafilalet,DRA,Midelt,Rural,Masculin,Primaire,Maître d'enseignement,Philosophie,28,6207,22,0,15
ENS203243,2021-2022,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Primaire,Instituteur,Anglais,26,4915,20,1,0
ENS203244,2021-2022,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Primaire,Professeur certifié,Philosophie,5,6381,26,0,0
ENS203245,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Masculin,Préscolaire,Professeur certifié,Français,21,6536,20,1,18
ENS203246,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Masculin,Primaire,Maître d'enseignement,Arabe,31,4952,18,1,15
ENS203247,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Préscolaire,Professeur certifié,SVT,29,6613,26,0,23
ENS203248,2022-2023,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Primaire,Professeur certifié,Sciences,2,7006,25,1,12
ENS203249,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Qualifiant,Instituteur,Philosophie,34,4865,31,0,0
ENS203250,2018-2019,Fès-Meknès,FES,Meknès,Urbain,Féminin,Primaire,Professeur agrégé,Physique-Chimie,33,8348,25,1,0
ENS203251,2017-2018,Oriental,ORI,Jerada,Rural,Masculin,Primaire,Professeur certifié,Anglais,9,6266,30,0,0
ENS203252,2023-2024,Marrakech-Safi,MAR,Safi,Urbain,Féminin,Primaire,Professeur certifié,Philosophie,34,4790,29,0,20
ENS203253,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,Collégial,Professeur certifié,Éducation islamique,34,6189,20,0,0
ENS203254,2021-2022,Fès-Meknès,FES,Taza,Urbain,Masculin,Primaire,Professeur certifié,SVT,22,6578,18,0,16
ENS203255,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Collégial,Instituteur,Éducation physique,7,4082,30,0,17
ENS203256,2016-2017,Souss-Massa,SOU,Tiznit,Rural,Féminin,Primaire,Professeur certifié,Éducation islamique,1,6784,18,0,14
ENS203257,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,Primaire,Instituteur,Mathématiques,9,5309,23,0,3
ENS203258,2017-2018,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,Primaire,Instituteur,SVT,18,6035,22,0,0
ENS203259,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,Primaire,Professeur certifié,Sciences,8,5821,23,0,11
ENS203260,2016-2017,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,Préscolaire,Maître d'enseignement,Philosophie,25,5445,31,0,0
ENS203261,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Professeur certifié,SVT,19,5890,30,0,8
ENS203262,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,Collégial,Vacataire,Arabe,23,3436,31,0,12
ENS203263,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Féminin,Préscolaire,Instituteur,Philosophie,26,5398,20,1,8
ENS203264,2017-2018,Drâa-Tafilalet,DRA,Tinghir,Urbain,Masculin,Qualifiant,Instituteur,SVT,33,3840,21,0,16
ENS203265,2015-2016,Fès-Meknès,FES,Fès,Urbain,Masculin,Primaire,Professeur certifié,Éducation physique,23,5031,18,1,15
ENS203266,2023-2024,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,5,6925,31,0,21
ENS203267,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,Collégial,Maître d'enseignement,SVT,9,6603,30,1,0
ENS203268,2022-2023,Drâa-Tafilalet,DRA,Errachidia,Urbain,Féminin,Primaire,Professeur certifié,Physique-Chimie,16,5193,23,0,4
ENS203269,2020-2021,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Maître d'enseignement,Anglais,14,5674,22,0,0
ENS203270,2022-2023,Fès-Meknès,FES,Taounate,Rural,Masculin,Collégial,Professeur agrégé,Arabe,33,7436,25,0,0
ENS203271,2015-2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,Collégial,Contractuel,SVT,26,4785,22,0,0
ENS203272,2015-2016,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Collégial,Professeur agrégé,Histoire-Géo,10,8221,23,0,0
ENS203273,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Féminin,Collégial,Instituteur,Éducation islamique,32,5259,18,0,24
ENS203274,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,Collégial,Maître d'enseignement,SVT,15,5879,18,0,19
ENS203275,2022-2023,Oriental,ORI,Oujda-Angad,Urbain,Féminin,Primaire,Instituteur,SVT,26,4616,27,0,6
ENS203276,2016-2017,Oriental,ORI,Taourirt,Rural,Masculin,Collégial,Professeur certifié,Philosophie,22,6809,28,0,15
ENS203277,2018-2019,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,Primaire,Professeur certifié,Éducation islamique,20,6305,30,1,16
ENS203278,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Masculin,Primaire,Maître d'enseignement,Anglais,4,6436,30,0,0
ENS203279,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,Qualifiant,Professeur certifié,Histoire-Géo,29,6593,27,1,6
ENS203280,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,Primaire,Professeur certifié,SVT,10,6299,31,0,5
ENS203281,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,Primaire,Instituteur,Histoire-Géo,23,3913,23,0,1
ENS203282,2017-2018,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Féminin,Primaire,Professeur certifié,Histoire-Géo,6,6314,18,0,11
ENS203283,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Primaire,Professeur certifié,Français,6,6330,31,0,14
ENS203284,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,Qualifiant,Contractuel,Philosophie,4,4060,19,0,0
ENS203285,2015-2016,Drâa-Tafilalet,DRA,Tinghir,Rural,Masculin,Primaire,Professeur certifié,SVT,29,6525,21,0,15
ENS203286,2019-2020,Drâa-Tafilalet,DRA,Zagora,Urbain,Masculin,Collégial,Maître d'enseignement,Français,18,5471,22,1,8
ENS203287,2023-2024,Fès-Meknès,FES,Séfrou,Urbain,Féminin,Primaire,Professeur certifié,Mathématiques,11,5946,26,0,10
ENS203288,2018-2019,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Masculin,Primaire,Professeur certifié,Philosophie,31,6367,20,0,22
ENS203289,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Qualifiant,Professeur certifié,Anglais,14,5668,30,0,4
ENS203290,2019-2020,Fès-Meknès,FES,Taza,Rural,Masculin,Primaire,Instituteur,Éducation islamique,6,4619,28,1,21
ENS203291,2020-2021,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Primaire,Vacataire,Arabe,29,3438,19,1,10
ENS203292,2017-2018,Oriental,ORI,Jerada,Urbain,Féminin,Primaire,Maître d'enseignement,Mathématiques,32,5922,19,1,20
ENS203293,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,Primaire,Instituteur,Anglais,26,5654,23,1,18
ENS203294,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Masculin,Qualifiant,Professeur certifié,Philosophie,33,6451,21,1,0
ENS203295,2015-2016,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,Qualifiant,Professeur certifié,Mathématiques,9,5526,27,0,0
ENS203296,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,Collégial,Professeur certifié,Physique-Chimie,4,6429,23,1,8
ENS203297,2023-2024,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,Primaire,Professeur certifié,SVT,20,7392,19,1,22
ENS203298,2018-2019,Fès-Meknès,FES,Taounate,Rural,Féminin,Primaire,Professeur agrégé,Mathématiques,23,9377,20,0,0
ENS203299,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,Collégial,Instituteur,Arabe,26,4064,29,0,0
ENS203300,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,Primaire,Contractuel,Physique-Chimie,20,2309,30,0,10
ENS203301,2015-2016,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Primaire,Professeur certifié,Histoire-Géo,23,6513,23,1,0
ENS203302,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,Primaire,Contractuel,Sciences,16,3753,30,0,19
ENS203303,2020-2021,Oriental,ORI,Figuig,Urbain,Féminin,Collégial,Professeur certifié,Histoire-Géo,25,6393,20,1,6
ENS203304,2018-2019,Laâyoune-Sakia El Hamra,LAA,Boujdour,Rural,Féminin,Collégial,Contractuel,Philosophie,27,3828,31,1,22
ENS203305,2021-2022,Drâa-Tafilalet,DRA,Tinghir,Rural,Féminin,Primaire,Contractuel,Mathématiques,9,4163,27,0,0
ENS203306,2018-2019,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Primaire,Professeur agrégé,Éducation physique,31,8561,31,0,1
ENS203307,2015-2016,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,Primaire,Maître d'enseignement,Sciences,9,5831,28,0,1
ENS203308,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Qualifiant,Professeur agrégé,Éducation islamique,32,9633,31,0,0
ENS203309,2020-2021,Marrakech-Safi,MAR,Safi,Rural,Masculin,Collégial,Instituteur,Anglais,34,5111,22,0,3
ENS203310,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Masculin,Préscolaire,Professeur certifié,Français,28,5858,29,0,14
ENS203311,2015-2016,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,Collégial,Vacataire,Mathématiques,15,2365,21,1,16
ENS203312,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Primaire,Professeur certifié,Français,17,6866,31,1,16
ENS203313,2019-2020,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,Collégial,Maître d'enseignement,Histoire-Géo,5,4489,30,0,16
ENS203314,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,Qualifiant,Professeur certifié,Mathématiques,23,5343,30,0,0
ENS203315,2023-2024,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Rural,Masculin,Primaire,Maître d'enseignement,Éducation physique,20,6140,31,1,14
ENS203316,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,Qualifiant,Professeur agrégé,Physique-Chimie,19,8292,24,1,24
ENS203317,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Collégial,Professeur agrégé,Sciences,23,7583,28,1,0
ENS203318,2015-2016,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Collégial,Professeur certifié,Histoire-Géo,16,7111,24,0,20
ENS203319,2017-2018,Oriental,ORI,Taourirt,Urbain,Masculin,Collégial,Professeur agrégé,Physique-Chimie,28,7099,30,0,22
ENS203320,2016-2017,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Qualifiant,Contractuel,Philosophie,15,3503,20,1,13
ENS203321,2022-2023,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,Primaire,Contractuel,Français,16,3943,20,1,0
ENS203322,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,Primaire,Instituteur,Physique-Chimie,2,4507,23,1,0
ENS203323,2020-2021,Fès-Meknès,FES,Fès,Urbain,Masculin,Collégial,Professeur certifié,Éducation islamique,6,6564,26,0,18
ENS203324,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,Collégial,Maître d'enseignement,Sciences,32,4948,28,0,1
ENS203325,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,Primaire,Professeur agrégé,Français,26,8061,31,1,0
ENS203326,2016-2017,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Primaire,Contractuel,Mathématiques,7,5097,24,0,11
ENS203327,2020-2021,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,Collégial,Maître d'enseignement,Éducation physique,4,5021,23,0,13
ENS203328,2021-2022,Drâa-Tafilalet,DRA,Errachidia,Urbain,Masculin,Collégial,Maître d'enseignement,SVT,8,6662,26,1,15
ENS203329,2018-2019,Fès-Meknès,FES,Séfrou,Rural,Masculin,Primaire,Maître d'enseignement,SVT,4,5794,28,0,20
ENS203330,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,Qualifiant,Professeur agrégé,Arabe,19,7905,29,0,0
ENS203331,2018-2019,Oriental,ORI,Taourirt,Urbain,Masculin,Primaire,Instituteur,Anglais,26,3734,23,0,13
ENS203332,2020-2021,Casablanca-Settat,CAS,Benslimane,Urbain,Masculin,Qualifiant,Contractuel,Éducation islamique,17,4795,28,1,14
ENS203333,2016-2017,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,Qualifiant,Maître d'enseignement,Français,28,3964,21,1,0
ENS203334,2019-2020,Fès-Meknès,FES,Ifrane,Rural,Masculin,Primaire,Professeur certifié,SVT,15,6046,23,1,14
ENS203335,2019-2020,Drâa-Tafilalet,DRA,Tinghir,Urbain,Féminin,Collégial,Professeur agrégé,Anglais,21,7512,22,1,8
ENS203336,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Féminin,Primaire,Professeur certifié,Éducation islamique,31,6043,18,1,23
ENS203337,2022-2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Masculin,Primaire,Maître d'enseignement,Philosophie,27,6037,23,0,18
ENS203338,2020-2021,Fès-Meknès,FES,Meknès,Urbain,Féminin,Primaire,Professeur certifié,Anglais,34,7349,27,0,6
ENS203339,2018-2019,Drâa-Tafilalet,DRA,Errachidia,Urbain,Féminin,Collégial,Instituteur,Sciences,14,4630,18,0,0
ENS203340,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Féminin,Primaire,Maître d'enseignement,SVT,21,6082,23,0,0
ENS203341,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Féminin,Primaire,Instituteur,Français,33,5842,22,0,7
ENS203342,2019-2020,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,30,4342,23,0,4
ENS203343,2021-2022,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,Collégial,Contractuel,Éducation physique,33,5381,28,1,8
ENS203344,2018-2019,Casablanca-Settat,CAS,Settat,Rural,Féminin,Primaire,Professeur agrégé,Physique-Chimie,16,9098,25,0,1
ENS203345,2016-2017,Oriental,ORI,Figuig,Urbain,Masculin,Primaire,Instituteur,Arabe,34,4613,22,0,19
ENS203346,2020-2021,Fès-Meknès,FES,Taza,Rural,Masculin,Primaire,Professeur agrégé,Mathématiques,7,8630,24,1,4
ENS203347,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,Collégial,Professeur certifié,Français,31,6343,24,1,10
ENS203348,2022-2023,Oriental,ORI,Berkane,Rural,Masculin,Primaire,Contractuel,Anglais,14,3338,25,0,10
ENS203349,2016-2017,Oriental,ORI,Berkane,Rural,Masculin,Primaire,Vacataire,Histoire-Géo,4,2203,21,0,7
ENS203350,2018-2019,Marrakech-Safi,MAR,Al Haouz,Rural,Masculin,Préscolaire,Instituteur,Éducation physique,16,4366,27,1,19
ENS203351,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Qualifiant,Maître d'enseignement,Mathématiques,27,4887,22,1,17
ENS203352,2021-2022,Oriental,ORI,Driouch,Rural,Masculin,Primaire,Professeur agrégé,Arabe,28,9413,24,1,12
ENS203353,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,Qualifiant,Professeur certifié,Éducation islamique,19,6984,27,0,19
ENS203354,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,Primaire,Professeur certifié,SVT,18,7406,30,0,0
ENS203355,2015-2016,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Masculin,Primaire,Instituteur,Philosophie,18,4857,31,0,18
ENS203356,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Primaire,Professeur certifié,Éducation islamique,15,6329,24,1,0
ENS203357,2019-2020,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,Collégial,Professeur agrégé,Anglais,15,9246,26,0,3
ENS203358,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Qualifiant,Contractuel,SVT,25,5154,21,0,0
ENS203359,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,Qualifiant,Maître d'enseignement,Histoire-Géo,2,6124,30,1,23
ENS203360,2021-2022,Fès-Meknès,FES,Ifrane,Rural,Masculin,Collégial,Professeur certifié,Arabe,1,7280,25,1,22
ENS203361,2016-2017,Oriental,ORI,Berkane,Urbain,Masculin,Collégial,Contractuel,Histoire-Géo,28,4801,25,1,4
ENS203362,2017-2018,Oriental,ORI,Driouch,Rural,Masculin,Primaire,Professeur certifié,Histoire-Géo,8,4779,30,0,0
ENS203363,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Masculin,Primaire,Professeur agrégé,Français,18,9610,24,0,0
ENS203364,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,Qualifiant,Instituteur,Philosophie,20,4061,22,1,22
ENS203365,2019-2020,Fès-Meknès,FES,Fès,Urbain,Masculin,Primaire,Professeur agrégé,Anglais,14,7954,30,0,11
ENS203366,2022-2023,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Primaire,Vacataire,Philosophie,10,1423,23,0,0
ENS203367,2023-2024,Oriental,ORI,Figuig,Rural,Masculin,Primaire,Contractuel,Éducation physique,5,3076,23,0,10
ENS203368,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Primaire,Instituteur,Physique-Chimie,8,4527,23,0,9
ENS203369,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Primaire,Maître d'enseignement,SVT,13,5346,27,1,0
ENS203370,2021-2022,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,Qualifiant,Contractuel,Anglais,13,5075,24,1,0
ENS203371,2015-2016,Oriental,ORI,Guercif,Urbain,Féminin,Primaire,Professeur certifié,Éducation islamique,32,6241,23,1,11
ENS203372,2018-2019,Marrakech-Safi,MAR,Chichaoua,Urbain,Masculin,Qualifiant,Instituteur,Français,12,4638,27,0,7
ENS203373,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Masculin,Qualifiant,Instituteur,SVT,12,5762,29,0,0
ENS203374,2016-2017,Fès-Meknès,FES,Boulemane,Urbain,Féminin,Primaire,Instituteur,Sciences,15,5249,29,1,10
ENS203375,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,Collégial,Contractuel,Philosophie,7,4211,29,0,12
ENS203376,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Masculin,Qualifiant,Contractuel,Éducation physique,26,4392,22,0,10
ENS203377,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,Primaire,Contractuel,Éducation islamique,10,3545,31,1,6
ENS203378,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Collégial,Instituteur,Physique-Chimie,20,3917,23,0,0
ENS203379,2021-2022,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,Qualifiant,Professeur certifié,Éducation islamique,28,7280,21,0,3
ENS203380,2018-2019,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,Primaire,Professeur certifié,Français,10,7121,22,0,4
ENS203381,2020-2021,Drâa-Tafilalet,DRA,Midelt,Rural,Masculin,Primaire,Professeur certifié,SVT,26,5897,29,1,0
ENS203382,2015-2016,Oriental,ORI,Oujda-Angad,Rural,Masculin,Collégial,Maître d'enseignement,Français,20,5736,20,0,0
ENS203383,2021-2022,Oriental,ORI,Figuig,Rural,Masculin,Collégial,Maître d'enseignement,SVT,24,6104,28,0,5
ENS203384,2019-2020,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Primaire,Maître d'enseignement,Anglais,29,5928,24,1,16
ENS203385,2016-2017,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Primaire,Contractuel,Histoire-Géo,12,4185,23,1,0
ENS203386,2022-2023,Casablanca-Settat,CAS,Benslimane,Urbain,Masculin,Préscolaire,Contractuel,Mathématiques,7,4127,20,0,9
ENS203387,2022-2023,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,Primaire,Contractuel,Français,26,4004,22,0,15
ENS203388,2017-2018,Oriental,ORI,Berkane,Urbain,Féminin,Collégial,Professeur agrégé,SVT,6,7628,24,0,18
ENS203389,2023-2024,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Primaire,Instituteur,Physique-Chimie,27,4891,18,1,15
ENS203390,2015-2016,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,Collégial,Contractuel,Arabe,28,4064,28,1,22
ENS203391,2017-2018,Casablanca-Settat,CAS,Settat,Rural,Masculin,Collégial,Instituteur,Philosophie,5,5660,26,1,0
ENS203392,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,Qualifiant,Professeur agrégé,Éducation physique,25,8591,29,1,0
ENS203393,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Masculin,Préscolaire,Contractuel,Français,9,4572,22,1,18
ENS203394,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Masculin,Primaire,Contractuel,Physique-Chimie,33,3933,28,0,15
ENS203395,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,Primaire,Professeur agrégé,Anglais,18,7536,19,1,0
ENS203396,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,Primaire,Instituteur,Histoire-Géo,16,4883,18,1,9
ENS203397,2019-2020,Oriental,ORI,Jerada,Urbain,Féminin,Collégial,Professeur certifié,Physique-Chimie,2,6702,21,0,12
ENS203398,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,Primaire,Professeur certifié,Arabe,21,7035,18,0,0
ENS203399,2016-2017,Souss-Massa,SOU,Tata,Urbain,Masculin,Collégial,Contractuel,Anglais,32,3692,29,1,0
ENS203400,2015-2016,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Collégial,Professeur certifié,Mathématiques,13,6321,26,0,1
